File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,volume/year,Publisher,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Abstract,Note.content,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPzanzibar/images/Vol_02/uclalsc_3682798_vol02_001.tif,Page,Page 1,1,ark:/21198/z18p81cn,ark:/21198/z1r80g3m,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r80g3m
Masters/othermasters/DEPzanzibar/images/Vol_02/uclalsc_3682798_vol02_002.tif,Page,Page 2,2,ark:/21198/z18p81cn,ark:/21198/z1mg9qcb,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9qcb
Masters/othermasters/DEPzanzibar/images/Vol_02/uclalsc_3682798_vol02_003.tif,Page,Page 3,3,ark:/21198/z18p81cn,ark:/21198/z1gq8zm5,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8zm5
Masters/othermasters/DEPzanzibar/images/Vol_02/uclalsc_3682798_vol02_004.tif,Page,Page 4,4,ark:/21198/z18p81cn,ark:/21198/z1bz86tx,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz86tx
Masters/othermasters/DEPzanzibar/images/Vol_02/uclalsc_3682798_vol02_005.tif,Page,Page 5,5,ark:/21198/z18p81cn,ark:/21198/z1767g4c,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1767g4c
Masters/othermasters/DEPzanzibar/images/Vol_02/uclalsc_3682798_vol02_006.tif,Page,Page 6,6,ark:/21198/z18p81cn,ark:/21198/z13j5dsh,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j5dsh
Masters/othermasters/DEPzanzibar/images/Vol_02/uclalsc_3682798_vol02_007.tif,Page,Page 7,7,ark:/21198/z18p81cn,ark:/21198/z1zs4xc4,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4xc4
Masters/othermasters/DEPzanzibar/images/Vol_02/uclalsc_3682798_vol02_008.tif,Page,Page 8,8,ark:/21198/z18p81cn,ark:/21198/z1v145pj,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v145pj
Masters/othermasters/DEPzanzibar/images/Vol_02/uclalsc_3682798_vol02_009.tif,Page,Page 9,9,ark:/21198/z18p81cn,ark:/21198/z1q83f0p,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q83f0p
Masters/othermasters/DEPzanzibar/images/Vol_02/uclalsc_3682798_vol02_010.tif,Page,Page 10,10,ark:/21198/z18p81cn,ark:/21198/z1kh2p62,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2p62
