File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,volume/year,Publisher,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Abstract,Note.content,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_001.tif,Page,Page 1,1,ark:/21198/z1g75fkj,ark:/21198/z1tb37xx,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb37xx
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_002.tif,Page,Page 2,2,ark:/21198/z1g75fkj,ark:/21198/z1pp16nc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp16nc
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_003.tif,Page,Page 3,3,ark:/21198/z1g75fkj,ark:/21198/z1jx0fxn,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0fxn
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_004.tif,Page,Page 4,4,ark:/21198/z1g75fkj,ark:/21198/z1f49q46,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49q46
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_005.tif,Page,Page 5,5,ark:/21198/z1g75fkj,ark:/21198/z19c8zc1,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8zc1
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_006.tif,Page,Page 6,6,ark:/21198/z1g75fkj,ark:/21198/z15m86p4,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m86p4
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_007.tif,Page,Page 7,7,ark:/21198/z1g75fkj,ark:/21198/z11v7fzd,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v7fzd
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_008.tif,Page,Page 8,8,ark:/21198/z1g75fkj,ark:/21198/z1x36zhw,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36zhw
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_009.tif,Page,Page 9,9,ark:/21198/z1g75fkj,ark:/21198/z1sf4x6w,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4x6w
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_010.tif,Page,Page 10,10,ark:/21198/z1g75fkj,ark:/21198/z1np45f3,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np45f3
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_011.tif,Page,Page 11,11,ark:/21198/z1g75fkj,ark:/21198/z1hx3dng,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx3dng
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_012.tif,Page,Page 12,12,ark:/21198/z1g75fkj,ark:/21198/z1d52nwm,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52nwm
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_013.tif,Page,Page 13,13,ark:/21198/z1g75fkj,ark:/21198/z18d1x6r,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1x6r
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_014.tif,Page,Page 14,14,ark:/21198/z1g75fkj,ark:/21198/z14n15kr,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n15kr
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_015.tif,Page,Page 15,15,ark:/21198/z1g75fkj,ark:/21198/z10w0dtk,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w0dtk
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_016.tif,Page,Page 16,16,ark:/21198/z1g75fkj,ark:/21198/z1w68mrc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w68mrc
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_017.tif,Page,Page 17,17,ark:/21198/z1g75fkj,ark:/21198/z1rf7w2h,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7w2h
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_018.tif,Page,Page 18,18,ark:/21198/z1g75fkj,ark:/21198/z1mp747t,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp747t
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_019.tif,Page,Page 19,19,ark:/21198/z1g75fkj,ark:/21198/z1gx6cgn,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx6cgn
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_020.tif,Page,Page 20,20,ark:/21198/z1g75fkj,ark:/21198/z1c55msp,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c55msp
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_021.tif,Page,Page 21,21,ark:/21198/z1g75fkj,ark:/21198/z17d4w5q,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4w5q
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_022.tif,Page,Page 22,22,ark:/21198/z1g75fkj,ark:/21198/z13n44fc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n44fc
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_023.tif,Page,Page 23,23,ark:/21198/z1g75fkj,ark:/21198/z100234p,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz100234p
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_024.tif,Page,Page 24,24,ark:/21198/z1g75fkj,ark:/21198/z1v71kmj,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v71kmj
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_025.tif,Page,Page 25,25,ark:/21198/z1g75fkj,ark:/21198/z1qg0tvc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0tvc
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_026.tif,Page,Page 26,26,ark:/21198/z1g75fkj,ark:/21198/z1kq0330,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kq0330
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_027.tif,Page,Page 27,27,ark:/21198/z1g75fkj,ark:/21198/z1fx9bfm,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx9bfm
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_028.tif,Page,Page 28,28,ark:/21198/z1g75fkj,ark:/21198/z1b58krn,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b58krn
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_029.tif,Page,Page 29,29,ark:/21198/z1g75fkj,ark:/21198/z16h6jd6,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6jd6
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_030.tif,Page,Page 30,30,ark:/21198/z1g75fkj,ark:/21198/z12r5sqx,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5sqx
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_031.tif,Page,Page 31,31,ark:/21198/z1g75fkj,ark:/21198/z1z0596w,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z0596w
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_032.tif,Page,Page 32,32,ark:/21198/z1g75fkj,ark:/21198/z1t74jfq,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t74jfq
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_033.tif,Page,Page 33,33,ark:/21198/z1g75fkj,ark:/21198/z1pg3spj,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3spj
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_034.tif,Page,Page 34,34,ark:/21198/z1g75fkj,ark:/21198/z1jq3202,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq3202
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_035.tif,Page,Page 35,35,ark:/21198/z1g75fkj,ark:/21198/z1dz29cp,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz29cp
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_036.tif,Page,Page 36,36,ark:/21198/z1g75fkj,ark:/21198/z1990803,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1990803
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_037.tif,Page,Page 37,37,ark:/21198/z1g75fkj,ark:/21198/z15h9h8t,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h9h8t
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_038.tif,Page,Page 38,38,ark:/21198/z1g75fkj,ark:/21198/z11r8rj3,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8rj3
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_039.tif,Page,Page 39,39,ark:/21198/z1g75fkj,ark:/21198/z1x0880m,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x0880m
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_040.tif,Page,Page 40,40,ark:/21198/z1g75fkj,ark:/21198/z1s77h8w,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s77h8w
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_041.tif,Page,Page 41,41,ark:/21198/z1g75fkj,ark:/21198/z1ng6rm2,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6rm2
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_042.tif,Page,Page 42,42,ark:/21198/z1g75fkj,ark:/21198/z1hq60zm,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq60zm
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_043.tif,Page,Page 43,43,ark:/21198/z1g75fkj,ark:/21198/z1d23zm3,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23zm3
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_044.tif,Page,Page 44,44,ark:/21198/z1g75fkj,ark:/21198/z18936x6,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18936x6
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_045.tif,Page,Page 45,45,ark:/21198/z1g75fkj,ark:/21198/z14j2g40,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j2g40
Masters/othermasters/DEPzanzibar/images/Vol_16/uclalsc_3682798_vol16_046.tif,Page,Page 46,46,ark:/21198/z1g75fkj,ark:/21198/z10s1qct,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1qct
