"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.servicesContact","Language","Type.genre","Subject","Relation.isPartOf","Relation.rectoVerso","Name.creator","Name.repository","Date.creation","Alt ID.local","Format.extent","Format.dimensions","Description.abstract","Title","Date.normalized","Description.note","Bucketeer State","IIIF Access URL"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jvq8","ark:/21198/zz001h95n6","1","In progress","Page","mcafee/masters/21198-zz0025jvq8_1699682_master.tif","2","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jvq8"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jvrs","ark:/21198/zz001h9680","1","In progress","Page","mcafee/masters/21198-zz0025jvrs_1699695_master.tif","1","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jvrs"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jvs9","ark:/21198/zz001h9680","1","In progress","Page","mcafee/masters/21198-zz0025jvs9_1699700_master.tif","2","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jvs9"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bps7x","ark:/21198/zz002bps6d","10","Completed with minimal metadata","Page","mcafee/masters/21198-zz002bps7x_2011456_master.tif","1","","","","","","","","","pd","","","","","","r","","","","uclamss_b10_f03","","","","Page 1","","Purchase of land by Don Antonio Gonzalez, a Spaniard, from Salvador Francisco and his wife, Maria de la Concepción of San Francisco Tzapotla, and Josef de Santiago and his wife Rosa Maria of San Lucas Atenco. Includes acts of investigation, confirmation, and possession. Also includes part of a will for Esteban Diego of San Domingo Huexotitlan. Don Juan Soriano serves as apoderado for Gonzalez Tercero. Signed by Antonio Bilibaldo Flores, notary. Stamp of King Philip V on f. 1r. Text in Nahuatl.","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bps7x"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bps8f","ark:/21198/zz002bps6d","10","Completed with minimal metadata","Page","mcafee/masters/21198-zz002bps8f_2011459_master.tif","2","","","","","","","","","pd","","nah","manuscripts (document genre)","","","","","","","uclamss_b20_f03","","","","Page 2","","Purchase of land by Don Antonio Gonzalez, a Spaniard, from Salvador Francisco and his wife, Maria de la Concepción of San Francisco Tzapotla, and Josef de Santiago and his wife Rosa Maria of San Lucas Atenco. Includes acts of investigation, confirmation, and possession. Also includes part of a will for Esteban Diego of San Domingo Huexotitlan. Don Juan Soriano serves as apoderado for Gonzalez Tercero. Signed by Antonio Bilibaldo Flores, notary. Stamp of King Philip V on f. 1r. Text in Nahuatl","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bps8f"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bps9z","ark:/21198/zz002bps6d","10","Completed with minimal metadata","Page","mcafee/masters/21198-zz002bps9z_2011462_master.tif","3","","","","","","","","","pd","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bps9z"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpsbg","ark:/21198/zz002bps6d","10","Completed with minimal metadata","Page","mcafee/masters/21198-zz002bpsbg_2011465_master.tif","4","","","","","","","","","pd","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpsbg"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpsc0","ark:/21198/zz002bps6d","10","Completed with minimal metadata","Page","mcafee/masters/21198-zz002bpsc0_2011468_master.tif","5","","","","","","","","","pd","","","","","","","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpsc0"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpsdh","ark:/21198/zz002bps6d","10","Completed with minimal metadata","Page","mcafee/masters/21198-zz002bpsdh_2011471_master.tif","6","","","","","","","","","pd","","","","","","","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpsdh"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpsgj","ark:/21198/zz002bpsf1","1","In progress","Page","mcafee/masters/21198-zz002bpsgj_2011474_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpsgj"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpsh2","ark:/21198/zz002bpsf1","1","In progress","Page","mcafee/masters/21198-zz002bpsh2_2011477_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpsh2"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt4v","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt4v_2011480_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt4v"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt5c","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt5c_2011483_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt5c"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt6w","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt6w_2011486_master.tif","3","","","","","","","","","pd","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt6w"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt7d","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt7d_2011489_master.tif","4","","","","","","","","","pd","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt7d"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt8x","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt8x_2011492_master.tif","5","","","","","","","","","pd","","","","","","","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt8x"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt9f","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt9f_2011495_master.tif","6","","","","","","","","","pd","","","","","","","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt9f"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptbz","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptbz_2011498_master.tif","7","","","","","","","","","pd","","","","","","","","","","","","","","Page 7","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptbz"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptcg","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptcg_2011501_master.tif","8","","","","","","","","","pd","","","","","","","","","","","","","","Page 8","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptcg"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptd0","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptd0_2011504_master.tif","9","","","","","","","","","pd","","","","","","","","","","","","","","Page 9","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptd0"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptfh","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptfh_2011507_master.tif","10","","","","","","","","","pd","","","","","","","","","","","","","","Page 10","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptfh"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptg1","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptg1_2011510_master.tif","11","","","","","","","","","pd","","","","","","","","","","","","","","Page 11","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptg1"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpthj","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpthj_2011513_master.tif","12","","","","","","","","","pd","","","","","","","","","","","","","","Page 12","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpthj"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptj2","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptj2_2011516_master.tif","13","","","","","","","","","pd","","","","","","","","","","","","","","Page 13","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptj2"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptkk","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptkk_2011519_master.tif","14","","","","","","","","","pd","","","","","","","","","","","","","","Page 14","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptkk"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptm3","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptm3_2011522_master.tif","15","","","","","","","","","pd","","","","","","","","","","","","","","Page 15","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptm3"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptnm","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptnm_2011525_master.tif","16","","","","","","","","","pd","","","","","","","","","","","","","","Page 16","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptnm"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptp4","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptp4_2011528_master.tif","17","","","","","","","","","pd","","","","","","","","","","","","","","Page 17","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptp4"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptqn","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptqn_2011531_master.tif","18","","","","","","","","","pd","","","","","","","","","","","","","","Page 18","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptqn"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptr5","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptr5_2011534_master.tif","19","","","","","","","","","pd","","","","","","","","","","","","","","Page 19","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptr5"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptsp","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptsp_2011537_master.tif","20","","","","","","","","","pd","","","","","","","","","","","","","","Page 20","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptsp"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptt6","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptt6_2011540_master.tif","21","","","","","","","","","pd","","","","","","","","","","","","","","Page 21","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptt6"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptvq","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptvq_2011543_master.tif","22","","","","","","","","","pd","","","","","","","","","","","","","","Page 22","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptvq"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptw7","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptw7_2011546_master.tif","23","","","","","","","","","pd","","","","","","","","","","","","","","Page 23","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptw7"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptxr","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptxr_2011549_master.tif","24","","","","","","","","","pd","","","","","","","","","","","","","","Page 24","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptxr"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptz8","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptz8_2011552_master.tif","25","","","","","","","","","pd","","","","","","","","","","","","","","Page 25","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptz8"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpv08","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpv08_2011555_master.tif","26","","","","","","","","","pd","","","","","","","","","","","","","","Page 26","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpv08"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpv1s","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpv1s_2011558_master.tif","27","","","","","","","","","pd","","","","","","","","","","","","","","Page 27","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpv1s"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpv29","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpv29_2011561_master.tif","28","","","","","","","","","pd","","","","","","","","","","","","","","Page 28","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpv29"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpv3t","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpv3t_2011564_master.tif","29","","","","","","","","","pd","","","","","","","","","","","","","","Page 29","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpv3t"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpv4b","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpv4b_2011567_master.tif","30","","","","","","","","","pd","","","","","","","","","","","","","","Page 30","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpv4b"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpv5v","ark:/21198/zz002bpsk3","1","In progress","Page","mcafee/masters/21198-zz002bpv5v_2011571_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpv5v"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpv6c","ark:/21198/zz002bpsk3","1","In progress","Page","mcafee/masters/21198-zz002bpv6c_2402637_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpv6c"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002kdzrd","ark:/21198/zz002bpsk3","1","In progress","Page","mcafee/masters/21198-zz002kdzrd_2402640_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kdzrd"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpv7w","ark:/21198/zz002bpsk3","1","In progress","Page","mcafee/masters/21198-zz002bpv7w_2011585_master.tif","4","","","","","","","","","pd","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpv7w"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpvs5","ark:/21198/zz002bpsmm","1","In progress","Page","mcafee/masters/21198-zz002bpvs5_2011590_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpvs5"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpvtp","ark:/21198/zz002bpsmm","1","In progress","Page","mcafee/masters/21198-zz002bpvtp_2011595_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpvtp"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpvv6","ark:/21198/zz002bpsn4","1","In progress","Page","mcafee/masters/21198-zz002bpvv6_2011600_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpvv6"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpvwq","ark:/21198/zz002bpsn4","1","In progress","Page","mcafee/masters/21198-zz002bpvwq_2011605_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpvwq"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpvx7","ark:/21198/zz002bpspn","1","In progress","Page","mcafee/masters/21198-zz002bpvx7_2011610_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpvx7"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpvzr","ark:/21198/zz002bpspn","1","In progress","Page","mcafee/masters/21198-zz002bpvzr_2011615_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpvzr"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpw0r","ark:/21198/zz002bpspn","1","In progress","Page","mcafee/masters/21198-zz002bpw0r_2011839_master.tif","3","","","","","","","","","pd","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpw0r"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpw18","ark:/21198/zz002bpspn","1","In progress","Page","mcafee/masters/21198-zz002bpw18_2011842_master.tif","4","","","","","","","","","pd","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpw18"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq696","ark:/21198/zz002bpsq5","1","In progress","Page","mcafee/masters/21198-zz002bq696_2011845_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq696"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6bq","ark:/21198/zz002bpsq5","1","In progress","Page","mcafee/masters/21198-zz002bq6bq_2011848_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6bq"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6c7","ark:/21198/zz002bpsrp","1","In progress","Page","mcafee/masters/21198-zz002bq6c7_2011851_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6c7"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6dr","ark:/21198/zz002bpsrp","1","In progress","Page","mcafee/masters/21198-zz002bq6dr_2011854_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6dr"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6f8","ark:/21198/zz002bpss6","1","In progress","Page","mcafee/masters/21198-zz002bq6f8_2011857_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6f8"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6gs","ark:/21198/zz002bpss6","1","In progress","Page","mcafee/masters/21198-zz002bq6gs_2011860_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6gs"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6h9","ark:/21198/zz002bpstq","1","In progress","Page","mcafee/masters/21198-zz002bq6h9_2011863_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6h9"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6jt","ark:/21198/zz002bpstq","1","In progress","Page","mcafee/masters/21198-zz002bq6jt_2011866_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6jt"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6kb","ark:/21198/zz002bpstq","1","In progress","Page","mcafee/masters/21198-zz002bq6kb_2011869_master.tif","3","","","","","","","","","pd","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6kb"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6mv","ark:/21198/zz002bpstq","1","In progress","Page","mcafee/masters/21198-zz002bq6mv_2011872_master.tif","4","","","","","","","","","pd","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6mv"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6nc","ark:/21198/zz002bpsv7","1","In progress","Page","mcafee/masters/21198-zz002bq6nc_2011875_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6nc"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6pw","ark:/21198/zz002bpsv7","1","In progress","Page","mcafee/masters/21198-zz002bq6pw_2011878_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6pw"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6qd","ark:/21198/zz002bpsv7","1","In progress","Page","mcafee/masters/21198-zz002bq6qd_2011881_master.tif","3","","","","","","","","","pd","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6qd"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6rx","ark:/21198/zz002bpsv7","1","In progress","Page","mcafee/masters/21198-zz002bq6rx_2011884_master.tif","4","","","","","","","","","pd","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6rx"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6sf","ark:/21198/zz002bpswr","1","In progress","Page","mcafee/masters/21198-zz002bq6sf_2011887_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6sf"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6tz","ark:/21198/zz002bpswr","1","In progress","Page","mcafee/masters/21198-zz002bq6tz_2011890_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6tz"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6vg","ark:/21198/zz002bpsx8","1","In progress","Page","mcafee/masters/21198-zz002bq6vg_2011893_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6vg"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6w0","ark:/21198/zz002bpsx8","1","In progress","Page","mcafee/masters/21198-zz002bq6w0_2011896_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6w0"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6xh","ark:/21198/zz002bpszs","1","In progress","Page","mcafee/masters/21198-zz002bq6xh_2011899_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6xh"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6z1","ark:/21198/zz002bpszs","1","In progress","Page","mcafee/masters/21198-zz002bq6z1_2011902_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6z1"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq701","ark:/21198/zz002bpszs","1","In progress","Page","mcafee/masters/21198-zz002bq701_2011905_master.tif","3","","","","","","","","","pd","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq701"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq71j","ark:/21198/zz002bpszs","1","In progress","Page","mcafee/masters/21198-zz002bq71j_2011908_master.tif","4","","","","","","","","","pd","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq71j"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq722","ark:/21198/zz002bpt0s","1","In progress","Page","mcafee/masters/21198-zz002bq722_2011911_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq722"
