Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1t16wtg,ark:/21198/z1nk5bgz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_uy0017_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk5bgz
ark:/21198/z1t16wtg,ark:/21198/z1ht4kt4,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_uy0017_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4kt4
ark:/21198/z1t16wtg,ark:/21198/z1d52jd3,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_uy0017_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52jd3
ark:/21198/z1t16wtg,ark:/21198/z18d1sr8,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_uy0017_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1sr8
