"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Name.author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Relation.textDirection","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","JSON","Metadata Only","Conceptual Page","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r824","ark:/21198/zz000wrbz8","7","Completed","Page","minasian/masters/1440/1440_0001.tif","1","","","","","","","pd","","","","","","","","","","","","","","","1147_1440_0001","page 1","r","","","","","","","","","","","","","","","","","","","","1147_1440_0001.jpg","1440_0001.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrbz8"", ""Parent ARK"": ""ark:/21198/zz000wrbz8"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1443"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy $v Early works to 1800|~|Calendar $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Tu0323u016bsu012b, Nasu0323u012br al-Du012bn Muhu0323ammad ibn Muhu0323ammad, $d 1201-1274"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1440"", ""Title"": ""Su012b fasu0323l"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 170, 1440"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.4 x 10.6 x 0.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Text contains a table."", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 55-6."", ""Alternate Title.scriptArab"": ""u0633u064a u0641u0635u0644"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r824",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r83n","ark:/21198/zz000wrbz8","7","Completed","Page","minasian/masters/1440/1440_0002.tif","2","","","","","","","pd","","","","","","","","","","","","","","","1147_1440_0002","page 2","v","","","","","","","","","","","","","","","","","","","","1147_1440_0002.jpg","1440_0002.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrbz8"", ""Parent ARK"": ""ark:/21198/zz000wrbz8"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1443"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy $v Early works to 1800|~|Calendar $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Tu0323u016bsu012b, Nasu0323u012br al-Du012bn Muhu0323ammad ibn Muhu0323ammad, $d 1201-1274"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1440"", ""Title"": ""Su012b fasu0323l"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 170, 1440"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.4 x 10.6 x 0.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Text contains a table."", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 55-6."", ""Alternate Title.scriptArab"": ""u0633u064a u0641u0635u0644"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r83n",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r845","ark:/21198/zz000wrbz8","7","Completed","Page","minasian/masters/1440/1440_0003.tif","3","","","","","","","pd","","","","","","","","","","","","","","","1147_1440_0003","page 3","r","","","","","","","","","","","","","","","","","","","","1147_1440_0003.jpg","1440_0003.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrbz8"", ""Parent ARK"": ""ark:/21198/zz000wrbz8"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1443"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy $v Early works to 1800|~|Calendar $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Tu0323u016bsu012b, Nasu0323u012br al-Du012bn Muhu0323ammad ibn Muhu0323ammad, $d 1201-1274"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1440"", ""Title"": ""Su012b fasu0323l"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 170, 1440"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.4 x 10.6 x 0.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Text contains a table."", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 55-6."", ""Alternate Title.scriptArab"": ""u0633u064a u0641u0635u0644"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r845",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r85p","ark:/21198/zz000wrbz8","7","Completed","Page","minasian/masters/1440/1440_0004.tif","4","","","","","","","pd","","","","","","","","","","","","","","","1147_1440_0004","page 4","v","","","","","","","","","","","","","","","","","","","","1147_1440_0004.jpg","1440_0004.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrbz8"", ""Parent ARK"": ""ark:/21198/zz000wrbz8"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1443"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy $v Early works to 1800|~|Calendar $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Tu0323u016bsu012b, Nasu0323u012br al-Du012bn Muhu0323ammad ibn Muhu0323ammad, $d 1201-1274"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1440"", ""Title"": ""Su012b fasu0323l"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 170, 1440"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.4 x 10.6 x 0.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Text contains a table."", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 55-6."", ""Alternate Title.scriptArab"": ""u0633u064a u0641u0635u0644"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r85p",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r866","ark:/21198/zz000wrbz8","7","Completed","Page","minasian/masters/1440/1440_0005.tif","5","","","","","","","pd","","","","","","","","","","","","","","","1147_1440_0005","page 5","r","","","","","","","","","","","","","","","","","","","","1147_1440_0005.jpg","1440_0005.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrbz8"", ""Parent ARK"": ""ark:/21198/zz000wrbz8"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1443"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy $v Early works to 1800|~|Calendar $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Tu0323u016bsu012b, Nasu0323u012br al-Du012bn Muhu0323ammad ibn Muhu0323ammad, $d 1201-1274"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1440"", ""Title"": ""Su012b fasu0323l"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 170, 1440"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.4 x 10.6 x 0.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Text contains a table."", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 55-6."", ""Alternate Title.scriptArab"": ""u0633u064a u0641u0635u0644"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r866",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r87q","ark:/21198/zz000wrbz8","7","Completed","Page","minasian/masters/1440/1440_0006.tif","6","","","","","","","pd","","","","","","","","","","","","","","","1147_1440_0006","page 6","v","","","","","","","","","","","","","","","","","","","","1147_1440_0006.jpg","1440_0006.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrbz8"", ""Parent ARK"": ""ark:/21198/zz000wrbz8"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1443"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy $v Early works to 1800|~|Calendar $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Tu0323u016bsu012b, Nasu0323u012br al-Du012bn Muhu0323ammad ibn Muhu0323ammad, $d 1201-1274"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1440"", ""Title"": ""Su012b fasu0323l"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 170, 1440"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.4 x 10.6 x 0.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Text contains a table."", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 55-6."", ""Alternate Title.scriptArab"": ""u0633u064a u0641u0635u0644"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r87q",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r887","ark:/21198/zz000wrbz8","7","Completed","Page","minasian/masters/1440/1440_0007.tif","7","","","","","","","pd","","","","","","","","","","","","","","","1147_1440_0007","page 7","r","","","","","","","","","","","","","","","","","","","","1147_1440_0007.jpg","1440_0007.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrbz8"", ""Parent ARK"": ""ark:/21198/zz000wrbz8"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1443"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy $v Early works to 1800|~|Calendar $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Tu0323u016bsu012b, Nasu0323u012br al-Du012bn Muhu0323ammad ibn Muhu0323ammad, $d 1201-1274"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1440"", ""Title"": ""Su012b fasu0323l"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 170, 1440"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.4 x 10.6 x 0.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Text contains a table."", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 55-6."", ""Alternate Title.scriptArab"": ""u0633u064a u0641u0635u0644"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r887",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r89r","ark:/21198/zz000wrbz8","7","Completed","Page","minasian/masters/1440/1440_0008.tif","8","","","","","","","pd","","","","","","","","","","","","","","","1147_1440_0008","page 8","v","","","","","","","","","","","","","","","","","","","","1147_1440_0008.jpg","1440_0008.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrbz8"", ""Parent ARK"": ""ark:/21198/zz000wrbz8"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1443"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy $v Early works to 1800|~|Calendar $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Tu0323u016bsu012b, Nasu0323u012br al-Du012bn Muhu0323ammad ibn Muhu0323ammad, $d 1201-1274"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1440"", ""Title"": ""Su012b fasu0323l"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 170, 1440"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.4 x 10.6 x 0.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Text contains a table."", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 55-6."", ""Alternate Title.scriptArab"": ""u0633u064a u0641u0635u0644"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r89r",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r8b8","ark:/21198/zz000wrbz8","7","Completed","Page","minasian/masters/1440/1440_0009.tif","9","","","","","","","pd","","","","","","","","","","","","","","","1147_1440_0009","page 9","r","","","","","","","","","","","","","","","","","","","","1147_1440_0009.jpg","1440_0009.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrbz8"", ""Parent ARK"": ""ark:/21198/zz000wrbz8"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1443"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy $v Early works to 1800|~|Calendar $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Tu0323u016bsu012b, Nasu0323u012br al-Du012bn Muhu0323ammad ibn Muhu0323ammad, $d 1201-1274"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1440"", ""Title"": ""Su012b fasu0323l"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 170, 1440"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.4 x 10.6 x 0.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Text contains a table."", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 55-6."", ""Alternate Title.scriptArab"": ""u0633u064a u0641u0635u0644"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r8b8",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r8cs","ark:/21198/zz000wrbz8","7","Completed","Page","minasian/masters/1440/1440_0010.tif","10","","","","","","","pd","","","","","","","","","","","","","","","1147_1440_0010","page 10","v","","","","","","","","","","","","","","","","","","","","1147_1440_0010.jpg","1440_0010.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrbz8"", ""Parent ARK"": ""ark:/21198/zz000wrbz8"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1443"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy $v Early works to 1800|~|Calendar $v Early works to 1800"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Tu0323u016bsu012b, Nasu0323u012br al-Du012bn Muhu0323ammad ibn Muhu0323ammad, $d 1201-1274"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1440"", ""Title"": ""Su012b fasu0323l"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 170, 1440"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.4 x 10.6 x 0.4"", ""Alternate Title.other"": """", ""Description.abstract"": ""Text contains a table."", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 55-6."", ""Alternate Title.scriptArab"": ""u0633u064a u0641u0635u0644"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r8cs",""
