Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Name.subject,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Name.creator,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Name.photographer,Publisher.publisherName,Coverage.geographic,Subject,Rights.rightsHolderContact,Language,Author,Name.repository,Description.note,Title,Date.creation,Date.normalized,Description.caption,Description.abstract,Opac url,Finding Aid URL,IIIF Manifest URL,Thumbnail
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfrh2,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center),Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 4, number 9 but should be Volume 5, number 9.","Volume 5, Number 9","Volume 4, number 9 (September, 1989)",1989-09,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfrh2/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfrjk
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfs3b,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 4, number 10 but should be Volume 5, number 10.","Volume 5, Number 10","Volume 4, number 10 (October, 1989)",1989-10,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfs3b/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfs4v
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfst6,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 4, number 11 but should be Volume 5, number 11.","Volume 5, Number 11","Volume 4, number 11 (November, 1989)",1989-11,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfst6/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfsvq
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sftdg,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 4, number 12 but should be Volume 5, number 12.","Volume 5, Number 12","Volume 4, number 12 (December, 1989)",1989-12,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sftdg/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sftf0
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfv0r,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 5, number 1 but should be Volume 6, number 1.","Volume 6, Number 1","Volume 5, number 1 (January, 1990)",1990-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfv0r/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfv18
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfvkj,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 5, number 2 but should be Volume 6, number 2.","Volume 6, Number 2","Volume 5, number 2 (February, 1990)",1990-02,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfvkj/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfvm2
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfw5t,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 5, number 3 but should be Volume 6, number 3.","Volume 6, Number 3","Volume 5, number 3 (March, 1990)",1990-03,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfw5t/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfw6b
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfwrm,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 5, number 4 but should be Volume 6, number 4.","Volume 6, Number 4","Volume 5, number 4 (April, 1990)",1990-04,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfwrm/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfws4
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfxbw,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 5, number 5 but should be Volume 6, number 5.","Volume 6, Number 5","Volume 5, number 5 (May, 1990)",1990-05,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfxbw/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxdx
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfxz6,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 5, number 6 but should be Volume 6, number 6.","Volume 6, Number 6","Volume 5, number 6 (June, 1990)",1990-06,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfxz6/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfz06
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfzrk,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"January, 1986","January, 1986",1986-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfzrk/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfzs3
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfzv4,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"March, 1986","March, 1986",1986-03,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfzv4/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfzwn
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfzx5,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"April, 1986","April, 1986",1986-04,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfzx5/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfzzp
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg004,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"September, 1986","September, 1986",1986-09,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg004/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg01n
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg025,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"October, 1986","October, 1986",1986-10,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg025/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg03p
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg046,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"December, 1986","December, 1986",1986-12,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg046/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg05q
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg067,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"January, 1987","January, 1987",1987-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg067/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg088
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg0b9,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"February, 1987","February, 1987",1987-02,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg0b9/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg0ct
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg0fv,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"April, 1987","April, 1987",1987-04,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg0fv/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg0gc
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg0jd,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"May, 1987","May, 1987",1987-05,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg0jd/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg0kx
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg0nz,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"June, 1987","June, 1987",1987-06,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg0nz/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg0pg
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg0rh,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"July, 1987","July, 1987",1987-07,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg0rh/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg0s1
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg0v2,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"August, 1987","August, 1987",1987-08,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg0v2/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg0wk
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg0zm,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"September, 1987","September, 1987",1987-09,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg0zm/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg10m
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg12n,ark:/21198/zz000s19ng,2,Completed,CBPWA: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"October, 1987","October, 1987",1987-10,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg12n/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg135
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg177,ark:/21198/zz000s19ng,2,Completed,CBPWA/The Alliance: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"In this issue, the newsletter's name changed from its previous format: CBPWA.","November, 1987","November, 1987",1987-11,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg177/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg18r
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg1dt,ark:/21198/zz000s19ng,2,Completed,CBPWA/The Alliance: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"December, 1987","December, 1987",1987-12,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg1dt/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg1fb
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg1kd,ark:/21198/zz000s19ng,2,Completed,CBPWA/The Alliance: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"January, 1988","January, 1988",1988-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg1kd/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg1mx
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg1r0,ark:/21198/zz000s19ng,2,Completed,CBPWA/The Alliance: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"February, 1988","February, 1988",1988-02,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg1r0/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg1sh
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg224,ark:/21198/zz000s19ng,2,Completed,CBPWA/The Alliance: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"March, 1988","March, 1988",1988-03,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg224/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg23n
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sg27q,ark:/21198/zz000s19ng,2,Completed,CBPWA/The Alliance: [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"April, 1988","April, 1988",1988-04,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sg27q/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg287
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shc9j,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 2","Volume 2, number 2 (February, 1986)",1986-02,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shc9j/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shcb2
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shcp7,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 4","Volume 2, number 4 (April, 1986)",1986-04,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shcp7/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shcqr
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shd2d,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 5","Volume 2, number 5 (May, 1986)",1986-05,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shd2d/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shd3x
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shfg3,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 6","Volume 2, number 6 (June, 1986)",1986-06,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shfg3/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shfhm
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shfvs,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 7","Volume 2, number 7 (July, 1986)",1986-07,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shfvs/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shfw9
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shh1b,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 8","Volume 2, number 8 (August, 1986)",1986-08,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shh1b/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shh2v
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shhb0,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 9","Volume 2, number 9 (September, 1986)",1986-09,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shhb0/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shhch
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shk9f,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 10","Volume 2, number 10 (October, 1986)",1986-10,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shk9f/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shkt6
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shn4t,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 11","Volume 2, number 11 (November, 1986)",1986-11,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shn4t/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shn5b
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shnj1,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 12","Volume 2, number 12 (December, 1986)",1986-12,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shnj1/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shnkj
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shr5s,ark:/21198/zz000s19ng,2,Completed,The Volunteer Connexxion: The Newsletter for Connexxus Volunteers |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 1, Number 1","Volume 1, Number 1 (April, 1986)",1986-04,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shr5s/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shr69
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shr9v,ark:/21198/zz000s19ng,2,Completed,The Volunteer Connexxion: The Newsletter for Connexxus Volunteers |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 1, Number 2","Volume 1, Number 2 (May, 1986)",1986-05,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shr9v/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shrbc
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shrcw,ark:/21198/zz000s19ng,2,Completed,The Volunteer Connexxion: The Newsletter for Connexxus Volunteers |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 1, Number 3","Volume 1, Number 3 (June, 1986)",1986-06,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shrcw/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shrfx
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shrk0,ark:/21198/zz000s19ng,2,Completed,The Volunteer Connexxion: The Newsletter for Connexxus Volunteers |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is dated June, 1986, but should be dated July, 1986.","Volume 1, Number 4","Volume 1, Number 4 (June, 1986)",1986-06,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shrk0/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shrmh
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000shrpj,ark:/21198/zz000s19ng,2,Completed,The Volunteer Connexxion: The Newsletter for Connexxus Volunteers |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 1, Number 6","Volume 1, Number 6 (September, 1986)",1986-09,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000shrpj/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shrq2
