"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z15t5749","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5749",""
"Iranian National Baha'i Archives","ark:/21198/z1224gb0","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224gb0",""
"Iranian National Baha'i Archives","ark:/21198/z1x93zv9","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x93zv9",""
"Iranian National Baha'i Archives","ark:/21198/z1sj375t","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj375t",""
"Iranian National Baha'i Archives","ark:/21198/z1ns2gjf","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2gjf",""
"Iranian National Baha'i Archives","ark:/21198/z1j40f4d","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40f4d",""
"Iranian National Baha'i Archives","ark:/21198/z1db9phg","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9phg",""
"Iranian National Baha'i Archives","ark:/21198/z18k8xqv","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k8xqv",""
"Iranian National Baha'i Archives","ark:/21198/z14t85z2","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t85z2",""
"Iranian National Baha'i Archives","ark:/21198/z1127f6m","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127f6m",""
"Iranian National Baha'i Archives","ark:/21198/z1w96xst","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w96xst",""
"Iranian National Baha'i Archives","ark:/21198/z1rj664s","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj664s",""
"Iranian National Baha'i Archives","ark:/21198/z1mw44q1","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw44q1",""
"Iranian National Baha'i Archives","ark:/21198/z1h43d3c","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_014.tif","14","","","","","","Page 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43d3c",""
"Iranian National Baha'i Archives","ark:/21198/z1cc2nb6","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_015.tif","15","","","","","","Page 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2nb6",""
"Iranian National Baha'i Archives","ark:/21198/z17m1wh4","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_016.tif","16","","","","","","Page 16","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m1wh4",""
"Iranian National Baha'i Archives","ark:/21198/z13v14rb","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_017.tif","17","","","","","","Page 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v14rb",""
"Iranian National Baha'i Archives","ark:/21198/z1030d37","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_018.tif","18","","","","","","Page 18","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030d37",""
"Iranian National Baha'i Archives","ark:/21198/z1v99wqb","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_019.tif","19","","","","","","Page 19","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v99wqb",""
"Iranian National Baha'i Archives","ark:/21198/z1qn7vcw","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_020.tif","20","","","","","","Page 20","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn7vcw",""
"Iranian National Baha'i Archives","ark:/21198/z1kw73p0","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_021.tif","21","","","","","","Page 21","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw73p0",""
"Iranian National Baha'i Archives","ark:/21198/z1g46bx4","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_022.tif","22","","","","","","Page 22","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46bx4",""
"Iranian National Baha'i Archives","ark:/21198/z1bc5m3g","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_023.tif","23","","","","","","Page 23","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5m3g",""
"Iranian National Baha'i Archives","ark:/21198/z16m4vcr","ark:/21198/zz002h5xgt","","","Page","inba/image/21198-zz002h5xgt-1-master_024.tif","24","","","","","","Page 24","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m4vcr",""
