"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1bv94d2","ark:/21198/zz002h5xvh","","","Page","inba/image/21198-zz002h5xvh-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv94d2",""
"Iranian National Baha'i Archives","ark:/21198/z1738crj","ark:/21198/zz002h5xvh","","","Page","inba/image/21198-zz002h5xvh-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738crj",""
"Iranian National Baha'i Archives","ark:/21198/z13f6bg0","ark:/21198/zz002h5xvh","","","Page","inba/image/21198-zz002h5xvh-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6bg0",""
"Iranian National Baha'i Archives","ark:/21198/z1zp5v0q","ark:/21198/zz002h5xvh","","","Page","inba/image/21198-zz002h5xvh-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp5v0q",""
"Iranian National Baha'i Archives","ark:/21198/z1tx537x","ark:/21198/zz002h5xvh","","","Page","inba/image/21198-zz002h5xvh-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx537x",""
"Iranian National Baha'i Archives","ark:/21198/z1q54bd5","ark:/21198/zz002h5xvh","","","Page","inba/image/21198-zz002h5xvh-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q54bd5",""
"Iranian National Baha'i Archives","ark:/21198/z1kd3kpf","ark:/21198/zz002h5xvh","","","Page","inba/image/21198-zz002h5xvh-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3kpf",""
"Iranian National Baha'i Archives","ark:/21198/z1fn2v0k","ark:/21198/zz002h5xvh","","","Page","inba/image/21198-zz002h5xvh-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn2v0k",""
"Iranian National Baha'i Archives","ark:/21198/z19w23ck","ark:/21198/zz002h5xvh","","","Page","inba/image/21198-zz002h5xvh-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w23ck",""
"Iranian National Baha'i Archives","ark:/21198/z167021f","ark:/21198/zz002h5xvh","","","Page","inba/image/21198-zz002h5xvh-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz167021f",""
