"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1m636jb","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m636jb",""
"Iranian National Baha'i Archives","ark:/21198/z1gf2fq8","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2fq8",""
"Iranian National Baha'i Archives","ark:/21198/z1bp1q0z","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1q0z",""
"Iranian National Baha'i Archives","ark:/21198/z1709nnv","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709nnv",""
"Iranian National Baha'i Archives","ark:/21198/z1378wx4","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1378wx4",""
"Iranian National Baha'i Archives","ark:/21198/z1zg8df7","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8df7",""
"Iranian National Baha'i Archives","ark:/21198/z1tq7nsd","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7nsd",""
"Iranian National Baha'i Archives","ark:/21198/z1pz6x23","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz6x23",""
"Iranian National Baha'i Archives","ark:/21198/z1k6659m","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k6659m",""
"Iranian National Baha'i Archives","ark:/21198/z1ff5djf","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5djf",""
"Iranian National Baha'i Archives","ark:/21198/z19s3c7f","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3c7f",""
"Iranian National Baha'i Archives","ark:/21198/z1612mh1","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612mh1",""
"Iranian National Baha'i Archives","ark:/21198/z1281vs9","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1281vs9",""
"Iranian National Baha'i Archives","ark:/21198/z1xh1cc9","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_014.tif","14","","","","","","Page 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1cc9",""
"Iranian National Baha'i Archives","ark:/21198/z1sr0mnk","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_015.tif","15","","","","","","Page 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0mnk",""
"Iranian National Baha'i Archives","ark:/21198/z1nz9vtz","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_016.tif","16","","","","","","Page 16","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nz9vtz",""
"Iranian National Baha'i Archives","ark:/21198/z1j6943b","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_017.tif","17","","","","","","Page 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j6943b",""
"Iranian National Baha'i Archives","ark:/21198/z1dj72vt","ark:/21198/zz002h5wth","","","Page","inba/image/21198-zz002h5wth-1-master_018.tif","18","","","","","","Page 18","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj72vt",""
