"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1ff5dzt","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5dzt",""
"Iranian National Baha'i Archives","ark:/21198/z19p4p8z","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4p8z",""
"Iranian National Baha'i Archives","ark:/21198/z1612mwz","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612mwz",""
"Iranian National Baha'i Archives","ark:/21198/z1281w63","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1281w63",""
"Iranian National Baha'i Archives","ark:/21198/z1xh1ct4","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1ct4",""
"Iranian National Baha'i Archives","ark:/21198/z1sr0n3t","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0n3t",""
"Iranian National Baha'i Archives","ark:/21198/z1nz9w86","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nz9w86",""
"Iranian National Baha'i Archives","ark:/21198/z1j694hq","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j694hq",""
"Iranian National Baha'i Archives","ark:/21198/z1df8ctf","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8ctf",""
"Iranian National Baha'i Archives","ark:/21198/z18s6bhf","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6bhf",""
"Iranian National Baha'i Archives","ark:/21198/z1515kvx","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515kvx",""
"Iranian National Baha'i Archives","ark:/21198/z1184v52","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1184v52",""
"Iranian National Baha'i Archives","ark:/21198/z1wh4bpr","ark:/21198/zz002h5xjv","","","Page","inba/image/21198-zz002h5xjv-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4bpr",""
