"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z15h944g","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h944g",""
"Iranian National Baha'i Archives","ark:/21198/z11r8cbv","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8cbv",""
"Iranian National Baha'i Archives","ark:/21198/z1x07vt1","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x07vt1",""
"Iranian National Baha'i Archives","ark:/21198/z1s7744j","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s7744j",""
"Iranian National Baha'i Archives","ark:/21198/z1ng6ch5","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6ch5",""
"Iranian National Baha'i Archives","ark:/21198/z1ht4b5q","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4b5q",""
"Iranian National Baha'i Archives","ark:/21198/z1d23kh6","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23kh6",""
"Iranian National Baha'i Archives","ark:/21198/z1892tsg","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1892tsg",""
"Iranian National Baha'i Archives","ark:/21198/z14j22zs","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j22zs",""
"Iranian National Baha'i Archives","ark:/21198/z10s1b61","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1b61",""
"Iranian National Baha'i Archives","ark:/21198/z1w10tr3","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10tr3",""
"Iranian National Baha'i Archives","ark:/21198/z1rb8sd3","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb8sd3",""
"Iranian National Baha'i Archives","ark:/21198/z1mk81rn","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk81rn",""
"Iranian National Baha'i Archives","ark:/21198/z1gt7937","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_014.tif","14","","","","","","Page 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7937",""
"Iranian National Baha'i Archives","ark:/21198/z1c26jbc","ark:/21198/zz002h5xxj","","","Page","inba/image/21198-zz002h5xxj-1-master_015.tif","15","","","","","","Page 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26jbc",""
