"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1vx23rt","ark:/21198/zz002h5ws0","","","Page","inba/image/21198-zz002h5ws0-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx23rt",""
"Iranian National Baha'i Archives","ark:/21198/z1r51bzh","ark:/21198/zz002h5ws0","","","Page","inba/image/21198-zz002h5ws0-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51bzh",""
"Iranian National Baha'i Archives","ark:/21198/z1md0m59","ark:/21198/zz002h5ws0","","","Page","inba/image/21198-zz002h5ws0-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0m59",""
"Iranian National Baha'i Archives","ark:/21198/z1gm9vgg","ark:/21198/zz002h5ws0","","","Page","inba/image/21198-zz002h5ws0-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gm9vgg",""
"Iranian National Baha'i Archives","ark:/21198/z1bz7t6x","ark:/21198/zz002h5ws0","","","Page","inba/image/21198-zz002h5ws0-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz7t6x",""
"Iranian National Baha'i Archives","ark:/21198/z17672hb","ark:/21198/zz002h5ws0","","","Page","inba/image/21198-zz002h5ws0-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17672hb",""
"Iranian National Baha'i Archives","ark:/21198/z13f69vh","ark:/21198/zz002h5ws0","","","Page","inba/image/21198-zz002h5ws0-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f69vh",""
"Iranian National Baha'i Archives","ark:/21198/z1zp5tbs","ark:/21198/zz002h5ws0","","","Page","inba/image/21198-zz002h5ws0-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp5tbs",""
"Iranian National Baha'i Archives","ark:/21198/z1tx52k0","ark:/21198/zz002h5ws0","","","Page","inba/image/21198-zz002h5ws0-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx52k0",""
"Iranian National Baha'i Archives","ark:/21198/z1q549sp","ark:/21198/zz002h5ws0","","","Page","inba/image/21198-zz002h5ws0-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q549sp",""
