"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1qn7v4r","ark:/21198/zz002h5x6p","","","Page","inba/image/21198-zz002h5x6p-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn7v4r",""
"Iranian National Baha'i Archives","ark:/21198/z1kw73fv","ark:/21198/zz002h5x6p","","","Page","inba/image/21198-zz002h5x6p-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw73fv",""
"Iranian National Baha'i Archives","ark:/21198/z1g46bp0","ark:/21198/zz002h5x6p","","","Page","inba/image/21198-zz002h5x6p-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46bp0",""
"Iranian National Baha'i Archives","ark:/21198/z1bc5kvx","ark:/21198/zz002h5x6p","","","Page","inba/image/21198-zz002h5x6p-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5kvx",""
"Iranian National Baha'i Archives","ark:/21198/z16m4v4m","ark:/21198/zz002h5x6p","","","Page","inba/image/21198-zz002h5x6p-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m4v4m",""
"Iranian National Baha'i Archives","ark:/21198/z12v43fq","ark:/21198/zz002h5x6p","","","Page","inba/image/21198-zz002h5x6p-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v43fq",""
"Iranian National Baha'i Archives","ark:/21198/z1z33m23","ark:/21198/zz002h5x6p","","","Page","inba/image/21198-zz002h5x6p-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33m23",""
"Iranian National Baha'i Archives","ark:/21198/z1tf1jps","ark:/21198/zz002h5x6p","","","Page","inba/image/21198-zz002h5x6p-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1jps",""
"Iranian National Baha'i Archives","ark:/21198/z1pp0t2t","ark:/21198/zz002h5x6p","","","Page","inba/image/21198-zz002h5x6p-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp0t2t",""
"Iranian National Baha'i Archives","ark:/21198/z1jx028k","ark:/21198/zz002h5x6p","","","Page","inba/image/21198-zz002h5x6p-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx028k",""
