"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1bz7tm9","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz7tm9",""
"Iranian National Baha'i Archives","ark:/21198/z17672w8","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17672w8",""
"Iranian National Baha'i Archives","ark:/21198/z13f6b89","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6b89",""
"Iranian National Baha'i Archives","ark:/21198/z1zs4j2j","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4j2j",""
"Iranian National Baha'i Archives","ark:/21198/z1v13sd1","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v13sd1",""
"Iranian National Baha'i Archives","ark:/21198/z1q831rk","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q831rk",""
"Iranian National Baha'i Archives","ark:/21198/z1kh28xh","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh28xh",""
"Iranian National Baha'i Archives","ark:/21198/z1fr1j5r","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1j5r",""
"Iranian National Baha'i Archives","ark:/21198/z1b00sfb","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b00sfb",""
"Iranian National Baha'i Archives","ark:/21198/z16701tb","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16701tb",""
"Iranian National Baha'i Archives","ark:/21198/z12j80c0","ark:/21198/zz002h5xf9","","","Page","inba/image/21198-zz002h5xf9-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j80c0",""
