"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1ng6cgq","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6cgq",""
"Iranian National Baha'i Archives","ark:/21198/z1hq5mtw","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5mtw",""
"Iranian National Baha'i Archives","ark:/21198/z1cz4w1p","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz4w1p",""
"Iranian National Baha'i Archives","ark:/21198/z186447r","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz186447r",""
"Iranian National Baha'i Archives","ark:/21198/z14f3ch1","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3ch1",""
"Iranian National Baha'i Archives","ark:/21198/z10p2mv6","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2mv6",""
"Iranian National Baha'i Archives","ark:/21198/z1w10tqn","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10tqn",""
"Iranian National Baha'i Archives","ark:/21198/z1r80332","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r80332",""
"Iranian National Baha'i Archives","ark:/21198/z1mg9bcs","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9bcs",""
"Iranian National Baha'i Archives","ark:/21198/z1gq8kmm","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8kmm",""
"Iranian National Baha'i Archives","ark:/21198/z1bz7tvf","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz7tvf",""
"Iranian National Baha'i Archives","ark:/21198/z176734t","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz176734t",""
"Iranian National Baha'i Archives","ark:/21198/z13f6bhf","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6bhf",""
"Iranian National Baha'i Archives","ark:/21198/z1zs4jb4","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_014.tif","14","","","","","","Page 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4jb4",""
"Iranian National Baha'i Archives","ark:/21198/z1v13spm","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_015.tif","15","","","","","","Page 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v13spm",""
"Iranian National Baha'i Archives","ark:/21198/z1q83204","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_016.tif","16","","","","","","Page 16","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q83204",""
"Iranian National Baha'i Archives","ark:/21198/z1kh2952","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_017.tif","17","","","","","","Page 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2952",""
"Iranian National Baha'i Archives","ark:/21198/z1fr1jdw","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_018.tif","18","","","","","","Page 18","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1jdw",""
"Iranian National Baha'i Archives","ark:/21198/z1b00spg","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_019.tif","19","","","","","","Page 19","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b00spg",""
"Iranian National Baha'i Archives","ark:/21198/z167022w","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_020.tif","20","","","","","","Page 20","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz167022w",""
"Iranian National Baha'i Archives","ark:/21198/z12j80nk","ark:/21198/zz002h5xw1","","","Page","inba/image/21198-zz002h5xw1-1-master_021.tif","21","","","","","","Page 21","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j80nk",""
