"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z10k3wz6","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k3wz6",""
"Iranian National Baha'i Archives","ark:/21198/z1vx23v5","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx23v5",""
"Iranian National Baha'i Archives","ark:/21198/z1r51c3q","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51c3q",""
"Iranian National Baha'i Archives","ark:/21198/z1md0m93","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0m93",""
"Iranian National Baha'i Archives","ark:/21198/z1gm9vkt","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gm9vkt",""
"Iranian National Baha'i Archives","ark:/21198/z1bv93xc","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv93xc",""
"Iranian National Baha'i Archives","ark:/21198/z1738c88","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738c88",""
"Iranian National Baha'i Archives","ark:/21198/z13f69zv","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f69zv",""
"Iranian National Baha'i Archives","ark:/21198/z1zp5tgk","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp5tgk",""
"Iranian National Baha'i Archives","ark:/21198/z1tx52r7","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx52r7",""
"Iranian National Baha'i Archives","ark:/21198/z1q549xg","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q549xg",""
"Iranian National Baha'i Archives","ark:/21198/z1kd3k65","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3k65",""
"Iranian National Baha'i Archives","ark:/21198/z1fn2thw","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn2thw",""
"Iranian National Baha'i Archives","ark:/21198/z19w22ww","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_014.tif","14","","","","","","Page 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w22ww",""
"Iranian National Baha'i Archives","ark:/21198/z16701h9","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_015.tif","15","","","","","","Page 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16701h9",""
"Iranian National Baha'i Archives","ark:/21198/z12f98tg","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_016.tif","16","","","","","","Page 16","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f98tg",""
"Iranian National Baha'i Archives","ark:/21198/z1xp8s9r","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_017.tif","17","","","","","","Page 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp8s9r",""
"Iranian National Baha'i Archives","ark:/21198/z1sx81hh","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_018.tif","18","","","","","","Page 18","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx81hh",""
"Iranian National Baha'i Archives","ark:/21198/z1p578s3","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_019.tif","19","","","","","","Page 19","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p578s3",""
"Iranian National Baha'i Archives","ark:/21198/z1jd6j37","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_020.tif","20","","","","","","Page 20","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6j37",""
"Iranian National Baha'i Archives","ark:/21198/z1dn5sdz","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_021.tif","21","","","","","","Page 21","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5sdz",""
"Iranian National Baha'i Archives","ark:/21198/z1903r38","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_022.tif","22","","","","","","Page 22","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903r38",""
"Iranian National Baha'i Archives","ark:/21198/z15730dc","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_023.tif","23","","","","","","Page 23","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15730dc",""
"Iranian National Baha'i Archives","ark:/21198/z11g27k9","ark:/21198/zz002h5x4n","","","Page","inba/image/21198-zz002h5x4n-1-master_024.tif","24","","","","","","Page 24","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g27k9",""
