"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1t45fg8","ark:/21198/zz002h5x8q","","","Page","inba/image/21198-zz002h5x8q-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45fg8",""
"Iranian National Baha'i Archives","ark:/21198/z1pg3d2x","ark:/21198/zz002h5x8q","","","Page","inba/image/21198-zz002h5x8q-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3d2x",""
"Iranian National Baha'i Archives","ark:/21198/z1jq2nd3","ark:/21198/zz002h5x8q","","","Page","inba/image/21198-zz002h5x8q-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2nd3",""
"Iranian National Baha'i Archives","ark:/21198/z1dz1wr8","ark:/21198/zz002h5x8q","","","Page","inba/image/21198-zz002h5x8q-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz1wr8",""
"Iranian National Baha'i Archives","ark:/21198/z19614xw","ark:/21198/zz002h5x8q","","","Page","inba/image/21198-zz002h5x8q-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19614xw",""
"Iranian National Baha'i Archives","ark:/21198/z15f0d54","ark:/21198/zz002h5x8q","","","Page","inba/image/21198-zz002h5x8q-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0d54",""
"Iranian National Baha'i Archives","ark:/21198/z11n9nfv","ark:/21198/zz002h5x8q","","","Page","inba/image/21198-zz002h5x8q-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9nfv",""
"Iranian National Baha'i Archives","ark:/21198/z1ww9529","ark:/21198/zz002h5x8q","","","Page","inba/image/21198-zz002h5x8q-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9529",""
"Iranian National Baha'i Archives","ark:/21198/z1s773nv","ark:/21198/zz002h5x8q","","","Page","inba/image/21198-zz002h5x8q-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s773nv",""
"Iranian National Baha'i Archives","ark:/21198/z1ng6c1w","ark:/21198/zz002h5x8q","","","Page","inba/image/21198-zz002h5x8q-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6c1w",""
