"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1tj07xv","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj07xv",""
"Iranian National Baha'i Archives","ark:/21198/z1pr9h60","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9h60",""
"Iranian National Baha'i Archives","ark:/21198/z1k08rjg","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08rjg",""
"Iranian National Baha'i Archives","ark:/21198/z1f780t4","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f780t4",""
"Iranian National Baha'i Archives","ark:/21198/z19g783t","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g783t",""
"Iranian National Baha'i Archives","ark:/21198/z15t56sd","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t56sd",""
"Iranian National Baha'i Archives","ark:/21198/z1224g1z","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224g1z",""
"Iranian National Baha'i Archives","ark:/21198/z1x93zj8","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x93zj8",""
"Iranian National Baha'i Archives","ark:/21198/z1sj36vc","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj36vc",""
"Iranian National Baha'i Archives","ark:/21198/z1ns2g6z","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2g6z",""
"Iranian National Baha'i Archives","ark:/21198/z1j11qgj","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j11qgj",""
"Iranian National Baha'i Archives","ark:/21198/z1d80zpx","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d80zpx",""
"Iranian National Baha'i Archives","ark:/21198/z18k8xcc","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k8xcc",""
"Iranian National Baha'i Archives","ark:/21198/z14t85n1","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_014.tif","14","","","","","","Page 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t85n1",""
"Iranian National Baha'i Archives","ark:/21198/z1127dw5","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_015.tif","15","","","","","","Page 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127dw5",""
"Iranian National Baha'i Archives","ark:/21198/z1w96xfb","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_016.tif","16","","","","","","Page 16","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w96xfb",""
"Iranian National Baha'i Archives","ark:/21198/z1rj65rf","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_017.tif","17","","","","","","Page 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj65rf",""
"Iranian National Baha'i Archives","ark:/21198/z1ms5f2k","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_018.tif","18","","","","","","Page 18","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5f2k",""
"Iranian National Baha'i Archives","ark:/21198/z1h14p88","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_019.tif","19","","","","","","Page 19","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14p88",""
"Iranian National Baha'i Archives","ark:/21198/z1cc2n0q","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_020.tif","20","","","","","","Page 20","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2n0q",""
"Iranian National Baha'i Archives","ark:/21198/z17m1w63","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_021.tif","21","","","","","","Page 21","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m1w63",""
"Iranian National Baha'i Archives","ark:/21198/z13v14f9","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_022.tif","22","","","","","","Page 22","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v14f9",""
"Iranian National Baha'i Archives","ark:/21198/z1030crb","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_023.tif","23","","","","","","Page 23","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030crb",""
"Iranian National Baha'i Archives","ark:/21198/z1v99wbd","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_024.tif","24","","","","","","Page 24","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v99wbd",""
"Iranian National Baha'i Archives","ark:/21198/z1qj94j5","ark:/21198/zz002h5wv1","","","Page","inba/image/21198-zz002h5wv1-1-master_025.tif","25","","","","","","Page 25","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj94j5",""
