"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1t744wk","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t744wk",""
"Iranian National Baha'i Archives","ark:/21198/z1pg3d58","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3d58",""
"Iranian National Baha'i Archives","ark:/21198/z1jq2ng0","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2ng0",""
"Iranian National Baha'i Archives","ark:/21198/z1dz1wt5","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz1wt5",""
"Iranian National Baha'i Archives","ark:/21198/z1961506","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961506",""
"Iranian National Baha'i Archives","ark:/21198/z15f0d8g","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0d8g",""
"Iranian National Baha'i Archives","ark:/21198/z11r8bzh","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8bzh",""
"Iranian National Baha'i Archives","ark:/21198/z1x07vgj","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x07vgj",""
"Iranian National Baha'i Archives","ark:/21198/z1s773r6","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s773r6",""
"Iranian National Baha'i Archives","ark:/21198/z1ng6c3s","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6c3s",""
"Iranian National Baha'i Archives","ark:/21198/z1hq5mdh","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5mdh",""
"Iranian National Baha'i Archives","ark:/21198/z1cz4vmw","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz4vmw",""
"Iranian National Baha'i Archives","ark:/21198/z18643vd","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18643vd",""
"Iranian National Baha'i Archives","ark:/21198/z14j22kv","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_014.tif","14","","","","","","Page 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j22kv",""
"Iranian National Baha'i Archives","ark:/21198/z10s19v4","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_015.tif","15","","","","","","Page 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s19v4",""
"Iranian National Baha'i Archives","ark:/21198/z1w10tc5","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_016.tif","16","","","","","","Page 16","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10tc5",""
"Iranian National Baha'i Archives","ark:/21198/z1r802qq","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_017.tif","17","","","","","","Page 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r802qq",""
"Iranian National Baha'i Archives","ark:/21198/z1mg9b0v","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_018.tif","18","","","","","","Page 18","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9b0v",""
"Iranian National Baha'i Archives","ark:/21198/z1gq8k7p","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_019.tif","19","","","","","","Page 19","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8k7p",""
"Iranian National Baha'i Archives","ark:/21198/z1bz7thz","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_020.tif","20","","","","","","Page 20","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz7thz",""
"Iranian National Baha'i Archives","ark:/21198/z1795s3x","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_021.tif","21","","","","","","Page 21","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795s3x",""
"Iranian National Baha'i Archives","ark:/21198/z13j51d1","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_022.tif","22","","","","","","Page 22","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j51d1",""
"Iranian National Baha'i Archives","ark:/21198/z1zs4hzs","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_023.tif","23","","","","","","Page 23","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4hzs",""
"Iranian National Baha'i Archives","ark:/21198/z1v13s87","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_024.tif","24","","","","","","Page 24","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v13s87",""
"Iranian National Baha'i Archives","ark:/21198/z1q831kb","ark:/21198/zz002h5x97","","","Page","inba/image/21198-zz002h5x97-1-master_025.tif","25","","","","","","Page 25","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q831kb",""
