"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1d80zwm","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d80zwm",""
"Iranian National Baha'i Archives","ark:/21198/z18h075p","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h075p",""
"Iranian National Baha'i Archives","ark:/21198/z14q9gfd","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9gfd",""
"Iranian National Baha'i Archives","ark:/21198/z10z8qsk","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z8qsk",""
"Iranian National Baha'i Archives","ark:/21198/z1w6878j","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w6878j",""
"Iranian National Baha'i Archives","ark:/21198/z1rf7gjt","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7gjt",""
"Iranian National Baha'i Archives","ark:/21198/z1ms5f9q","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5f9q",""
"Iranian National Baha'i Archives","ark:/21198/z1h14phd","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14phd",""
"Iranian National Baha'i Archives","ark:/21198/z1c83xsp","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c83xsp",""
"Iranian National Baha'i Archives","ark:/21198/z17h362r","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h362r",""
"Iranian National Baha'i Archives","ark:/21198/z13r2fcg","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2fcg",""
"Iranian National Baha'i Archives","ark:/21198/z1001pn2","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001pn2",""
"Iranian National Baha'i Archives","ark:/21198/z1v71638","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v71638",""
"Iranian National Baha'i Archives","ark:/21198/z1qj94s9","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_014.tif","14","","","","","","Page 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj94s9",""
"Iranian National Baha'i Archives","ark:/21198/z1ks8d1j","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_015.tif","15","","","","","","Page 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8d1j",""
"Iranian National Baha'i Archives","ark:/21198/z1g17n94","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_016.tif","16","","","","","","Page 16","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17n94",""
"Iranian National Baha'i Archives","ark:/21198/z1b86wmv","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_017.tif","17","","","","","","Page 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b86wmv",""
"Iranian National Baha'i Archives","ark:/21198/z16h64xz","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_018.tif","18","","","","","","Page 18","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h64xz",""
"Iranian National Baha'i Archives","ark:/21198/z12r5d6n","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_019.tif","19","","","","","","Page 19","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5d6n",""
"Iranian National Baha'i Archives","ark:/21198/z1z04wnc","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_020.tif","20","","","","","","Page 20","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z04wnc",""
"Iranian National Baha'i Archives","ark:/21198/z1tb2vfq","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_021.tif","21","","","","","","Page 21","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb2vfq",""
"Iranian National Baha'i Archives","ark:/21198/z1pk23ng","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_022.tif","22","","","","","","Page 22","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk23ng",""
"Iranian National Baha'i Archives","ark:/21198/z1jt1bw9","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_023.tif","23","","","","","","Page 23","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1bw9",""
"Iranian National Baha'i Archives","ark:/21198/z1f20m59","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_024.tif","24","","","","","","Page 24","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20m59",""
"Iranian National Baha'i Archives","ark:/21198/z1989vhx","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_025.tif","25","","","","","","Page 25","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1989vhx",""
"Iranian National Baha'i Archives","ark:/21198/z15h93r4","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_026.tif","26","","","","","","Page 26","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h93r4",""
"Iranian National Baha'i Archives","ark:/21198/z11r8c0c","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_027.tif","27","","","","","","Page 27","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8c0c",""
"Iranian National Baha'i Archives","ark:/21198/z1x36k0m","ark:/21198/zz002h5xbr","","","Page","inba/image/21198-zz002h5xbr-1-master_028.tif","28","","","","","","Page 28","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36k0m",""
