"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1030cw4","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030cw4",""
"Iranian National Baha'i Archives","ark:/21198/z1vd8ktm","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8ktm",""
"Iranian National Baha'i Archives","ark:/21198/z1qn7v6n","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn7v6n",""
"Iranian National Baha'i Archives","ark:/21198/z1kw73g9","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw73g9",""
"Iranian National Baha'i Archives","ark:/21198/z1g46bqf","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46bqf",""
"Iranian National Baha'i Archives","ark:/21198/z1bc5kwc","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5kwc",""
"Iranian National Baha'i Archives","ark:/21198/z16m4v52","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m4v52",""
"Iranian National Baha'i Archives","ark:/21198/z12v43hm","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v43hm",""
"Iranian National Baha'i Archives","ark:/21198/z1z629dh","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z629dh",""
"Iranian National Baha'i Archives","ark:/21198/z1tf1jrp","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1jrp",""
"Iranian National Baha'i Archives","ark:/21198/z1pp0t38","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp0t38",""
"Iranian National Baha'i Archives","ark:/21198/z1jx0291","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0291",""
"Iranian National Baha'i Archives","ark:/21198/z1f499h5","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f499h5",""
"Iranian National Baha'i Archives","ark:/21198/z19c8jsf","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_014.tif","14","","","","","","Page 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8jsf",""
"Iranian National Baha'i Archives","ark:/21198/z15m7t41","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_015.tif","15","","","","","","Page 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m7t41",""
"Iranian National Baha'i Archives","ark:/21198/z11z5rrq","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_016.tif","16","","","","","","Page 16","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z5rrq",""
"Iranian National Baha'i Archives","ark:/21198/z1x658b1","ark:/21198/zz002h5x34","","","Page","inba/image/21198-zz002h5x34-1-master_017.tif","17","","","","","","Page 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x658b1",""
