"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1zg8dgp","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8dgp",""
"Iranian National Baha'i Archives","ark:/21198/z1tq7ntv","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7ntv",""
"Iranian National Baha'i Archives","ark:/21198/z1pz6x3j","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz6x3j",""
"Iranian National Baha'i Archives","ark:/21198/z1k665ch","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k665ch",""
"Iranian National Baha'i Archives","ark:/21198/z1fj443z","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj443z",""
"Iranian National Baha'i Archives","ark:/21198/z19s3c9b","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3c9b",""
"Iranian National Baha'i Archives","ark:/21198/z1612mjg","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612mjg",""
"Iranian National Baha'i Archives","ark:/21198/z1281vtr","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1281vtr",""
"Iranian National Baha'i Archives","ark:/21198/z1xh1cdr","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1cdr",""
"Iranian National Baha'i Archives","ark:/21198/z1sr0mp1","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0mp1",""
"Iranian National Baha'i Archives","ark:/21198/z1nz9vwv","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nz9vwv",""
"Iranian National Baha'i Archives","ark:/21198/z1j97tph","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j97tph",""
"Iranian National Baha'i Archives","ark:/21198/z1dj72xq","ark:/21198/zz002h5wwj","","","Page","inba/image/21198-zz002h5wwj-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj72xq",""
