"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1mw44w8","ark:/21198/zz002h5xsg","","","Page","inba/image/21198-zz002h5xsg-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw44w8",""
"Iranian National Baha'i Archives","ark:/21198/z1h43d8m","ark:/21198/zz002h5xsg","","","Page","inba/image/21198-zz002h5xsg-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43d8m",""
"Iranian National Baha'i Archives","ark:/21198/z1cc2njw","ark:/21198/zz002h5xsg","","","Page","inba/image/21198-zz002h5xsg-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2njw",""
"Iranian National Baha'i Archives","ark:/21198/z17q0m6f","ark:/21198/zz002h5xsg","","","Page","inba/image/21198-zz002h5xsg-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0m6f",""
"Iranian National Baha'i Archives","ark:/21198/z13x9vfq","ark:/21198/zz002h5xsg","","","Page","inba/image/21198-zz002h5xsg-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13x9vfq",""
"Iranian National Baha'i Archives","ark:/21198/z10593p7","ark:/21198/zz002h5xsg","","","Page","inba/image/21198-zz002h5xsg-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10593p7",""
"Iranian National Baha'i Archives","ark:/21198/z1vd8m6z","ark:/21198/zz002h5xsg","","","Page","inba/image/21198-zz002h5xsg-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8m6z",""
"Iranian National Baha'i Archives","ark:/21198/z1qn7vj4","ark:/21198/zz002h5xsg","","","Page","inba/image/21198-zz002h5xsg-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn7vj4",""
"Iranian National Baha'i Archives","ark:/21198/z1kw73v7","ark:/21198/zz002h5xsg","","","Page","inba/image/21198-zz002h5xsg-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw73v7",""
"Iranian National Baha'i Archives","ark:/21198/z1g752h3","ark:/21198/zz002h5xsg","","","Page","inba/image/21198-zz002h5xsg-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g752h3",""
