"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1wq1r88","ark:/21198/zz002h5xc8","","","Page","inba/image/21198-zz002h5xc8-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq1r88",""
"Iranian National Baha'i Archives","ark:/21198/z1rz10jx","ark:/21198/zz002h5xc8","","","Page","inba/image/21198-zz002h5xc8-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz10jx",""
"Iranian National Baha'i Archives","ark:/21198/z1n607wd","ark:/21198/zz002h5xc8","","","Page","inba/image/21198-zz002h5xc8-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n607wd",""
"Iranian National Baha'i Archives","ark:/21198/z1hd9h60","ark:/21198/zz002h5xc8","","","Page","inba/image/21198-zz002h5xc8-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9h60",""
"Iranian National Baha'i Archives","ark:/21198/z1cn8rft","ark:/21198/zz002h5xc8","","","Page","inba/image/21198-zz002h5xc8-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8rft",""
"Iranian National Baha'i Archives","ark:/21198/z1806q61","ark:/21198/zz002h5xc8","","","Page","inba/image/21198-zz002h5xc8-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806q61",""
"Iranian National Baha'i Archives","ark:/21198/z1475zfv","ark:/21198/zz002h5xc8","","","Page","inba/image/21198-zz002h5xc8-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1475zfv",""
"Iranian National Baha'i Archives","ark:/21198/z10g56nm","ark:/21198/zz002h5xc8","","","Page","inba/image/21198-zz002h5xc8-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g56nm",""
"Iranian National Baha'i Archives","ark:/21198/z1vq4q5b","ark:/21198/zz002h5xc8","","","Page","inba/image/21198-zz002h5xc8-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4q5b",""
"Iranian National Baha'i Archives","ark:/21198/z1qz3zg2","ark:/21198/zz002h5xc8","","","Page","inba/image/21198-zz002h5xc8-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz3zg2",""
