"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1rj66dc","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj66dc",""
"Iranian National Baha'i Archives","ark:/21198/z1ms5fq3","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5fq3",""
"Iranian National Baha'i Archives","ark:/21198/z1h14pwb","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14pwb",""
"Iranian National Baha'i Archives","ark:/21198/z1c83z4k","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c83z4k",""
"Iranian National Baha'i Archives","ark:/21198/z17h36fp","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h36fp",""
"Iranian National Baha'i Archives","ark:/21198/z13v152s","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v152s",""
"Iranian National Baha'i Archives","ark:/21198/z1030dd8","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030dd8",""
"Iranian National Baha'i Archives","ark:/21198/z1v99x0b","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v99x0b",""
"Iranian National Baha'i Archives","ark:/21198/z1qj9563","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj9563",""
"Iranian National Baha'i Archives","ark:/21198/z1ks8ddg","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8ddg",""
"Iranian National Baha'i Archives","ark:/21198/z1g17nnm","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_011.tif","11","","","","","","Page 11","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17nnm",""
"Iranian National Baha'i Archives","ark:/21198/z1b86x06","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_012.tif","12","","","","","","Page 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b86x06",""
"Iranian National Baha'i Archives","ark:/21198/z16m4vnb","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_013.tif","13","","","","","","Page 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m4vnb",""
"Iranian National Baha'i Archives","ark:/21198/z12v4409","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_014.tif","14","","","","","","Page 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v4409",""
"Iranian National Baha'i Archives","ark:/21198/z1z33mkt","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_015.tif","15","","","","","","Page 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33mkt",""
"Iranian National Baha'i Archives","ark:/21198/z1tb2vtn","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_016.tif","16","","","","","","Page 16","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb2vtn",""
"Iranian National Baha'i Archives","ark:/21198/z1pk240c","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_017.tif","17","","","","","","Page 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk240c",""
"Iranian National Baha'i Archives","ark:/21198/z1jt1c76","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_018.tif","18","","","","","","Page 18","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1c76",""
"Iranian National Baha'i Archives","ark:/21198/z1f20mj7","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_019.tif","19","","","","","","Page 19","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20mj7",""
"Iranian National Baha'i Archives","ark:/21198/z19c8k84","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_020.tif","20","","","","","","Page 20","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8k84",""
"Iranian National Baha'i Archives","ark:/21198/z15m7tm9","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_021.tif","21","","","","","","Page 21","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m7tm9",""
"Iranian National Baha'i Archives","ark:/21198/z11v72wz","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_022.tif","22","","","","","","Page 22","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v72wz",""
"Iranian National Baha'i Archives","ark:/21198/z1x36kcj","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_023.tif","23","","","","","","Page 23","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36kcj",""
"Iranian National Baha'i Archives","ark:/21198/z1sb5tkx","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_024.tif","24","","","","","","Page 24","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb5tkx",""
"Iranian National Baha'i Archives","ark:/21198/z1nk52vk","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_025.tif","25","","","","","","Page 25","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk52vk",""
"Iranian National Baha'i Archives","ark:/21198/z1ht4b65","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_026.tif","26","","","","","","Page 26","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4b65",""
"Iranian National Baha'i Archives","ark:/21198/z1d528sq","ark:/21198/zz002h5xz2","","","Page","inba/image/21198-zz002h5xz2-1-master_027.tif","27","","","","","","Page 27","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d528sq",""
