"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","viewingHint","Duplicate","Delete in Title","Thumbnail","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Iranian National Baha'i Archives","ark:/21198/z1qr6jd8","ark:/21198/zz002h5x2m","","","Page","inba/image/21198-zz002h5x2m-1-master_001.tif","1","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6jd8",""
"Iranian National Baha'i Archives","ark:/21198/z1m05sq9","ark:/21198/zz002h5x2m","","","Page","inba/image/21198-zz002h5x2m-1-master_002.tif","2","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m05sq9",""
"Iranian National Baha'i Archives","ark:/21198/z1g7521t","ark:/21198/zz002h5x2m","","","Page","inba/image/21198-zz002h5x2m-1-master_003.tif","3","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g7521t",""
"Iranian National Baha'i Archives","ark:/21198/z1bg49c0","ark:/21198/zz002h5x2m","","","Page","inba/image/21198-zz002h5x2m-1-master_004.tif","4","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg49c0",""
"Iranian National Baha'i Archives","ark:/21198/z16t27z7","ark:/21198/zz002h5x2m","","","Page","inba/image/21198-zz002h5x2m-1-master_005.tif","5","","","","","","Page 5","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t27z7",""
"Iranian National Baha'i Archives","ark:/21198/z1321h77","ark:/21198/zz002h5x2m","","","Page","inba/image/21198-zz002h5x2m-1-master_006.tif","6","","","","","","Page 6","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321h77",""
"Iranian National Baha'i Archives","ark:/21198/z1z910qg","ark:/21198/zz002h5x2m","","","Page","inba/image/21198-zz002h5x2m-1-master_007.tif","7","","","","","","Page 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z910qg",""
"Iranian National Baha'i Archives","ark:/21198/z1tj07z9","ark:/21198/zz002h5x2m","","","Page","inba/image/21198-zz002h5x2m-1-master_008.tif","8","","","","","","Page 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj07z9",""
"Iranian National Baha'i Archives","ark:/21198/z1pr9h7f","ark:/21198/zz002h5x2m","","","Page","inba/image/21198-zz002h5x2m-1-master_009.tif","9","","","","","","Page 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9h7f",""
"Iranian National Baha'i Archives","ark:/21198/z1k08rkx","ark:/21198/zz002h5x2m","","","Page","inba/image/21198-zz002h5x2m-1-master_010.tif","10","","","","","","Page 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08rkx",""
