Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz002d6987,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz002d6987_2132371_master.tif,,,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B575_n232829-001,1966,,"May 30, 1966",,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d6987,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d6987/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002d69gb,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz002d69gb_2132856_master.tif,,,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B575_n232829-006,1966,,"May 30, 1966",,,,1966-05-30,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d69gb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d69gb/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002d69pf,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz002d69pf_2130457_master.tif,,,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B557_n229976-002,1965,,1965,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d69pf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d69pf/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002d8ph2,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz002d8ph2_2133695_master.tif,,,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B582_n234051-008,1966,,1966,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d8ph2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d8ph2/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002d8pn4,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz002d8pn4_2133726_master.tif,,,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B598_n236679-007,1967,,1967,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d8pn4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d8pn4/manifest
