"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.creator","Author","Rights.servicesContact","Language","Type.genre","Subject","Name.subject","Name.repository","Name.contributor","viewingHint","Text direction","Visibility","IIIF Range","Title","Date.normalized","Date.creation","Description.note","Description.inscription","Description.abstract","Bucketeer State","IIIF Access URL"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp68v","ark:/21198/zz001bp67b","2","Completed","Page","cruikshank/images/masters/21198-zz001bp68v_749474_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp68v"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp6bw","ark:/21198/zz001bp67b","2","Completed","Page","cruikshank/images/masters/21198-zz001bp6bw_749478_master.tif","2","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp6bw"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp6cd","ark:/21198/zz001bp69c","2","Completed","Page","cruikshank/images/masters/21198-zz001bp6cd_749483_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp6cd"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp6gz","ark:/21198/zz001bp6ff","2","Completed","Page","cruikshank/images/masters/21198-zz001bp6gz_749495_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp6gz"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp6kh","ark:/21198/zz001bp6j0","2","Completed","Page","cruikshank/images/masters/21198-zz001bp6kh_749502_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp6kh"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp6nj","ark:/21198/zz001bp6m1","2","Completed","Page","cruikshank/images/masters/21198-zz001bp6nj_749508_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp6nj"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp6r3","ark:/21198/zz001bp6qk","2","Completed","Page","cruikshank/images/masters/21198-zz001bp6r3_749513_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp6r3"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp6t4","ark:/21198/zz001bp6sm","2","Completed","Page","cruikshank/images/masters/21198-zz001bp6t4_749517_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp6t4"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp8r2","ark:/21198/zz001bp8qj","2","Completed","Page","cruikshank/images/masters/21198-zz001bp8r2_749535_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp8r2"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp8t3","ark:/21198/zz001bp858","2","Completed","Page","cruikshank/images/masters/21198-zz001bp8t3_749547_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp8t3"
"Cruikshank (Margaret) Collection","ark:/21198/zz001btq18","ark:/21198/zz001btnbz","2","Completed","Page","cruikshank/images/masters/21198-zz001btq18_750064_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001btq18"
