"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Title","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Name.recipient","Author","Name.correspondent","Relation.isPartOf","Subject","Description.note","AltTitle.descriptive","Description.abstract","Date.creation","Format.extent","Alt ID.local","Date.normalized","Date.digitized","Format.medium","Alt ID.collection","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Rosecrans (William S.) Papers","ark:/21198/zz002h7jn0","ark:/21198/zz002h7hw4","2","Completed","Page","rosecrans/image/21198-zz002h7jn0_2236025_master.tif","1","Appointment of Charles A. Beebe as Receiver of Public Moneys at Los Angeles, California, 1863, January 29. Page 1","","","","","","","","pd","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7jn0",""
