"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State"
"St Gall Manuscripts","ark:/21198/zz0028cp42","ark:/21198/zz00289phv","2","Completed","Page","StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_001r.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028cp42","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028cp5k","ark:/21198/zz00289phv","2","Completed","Page","StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_001v.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028cp5k","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028cp63","ark:/21198/zz00289phv","2","Completed","Page","StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_002r.tif","3","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028cp63","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028cp7m","ark:/21198/zz00289phv","2","Completed","Page","StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_002v.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028cp7m","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028cp84","ark:/21198/zz00289phv","2","Completed","Page","StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_003r.tif","5","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028cp84","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028cp9n","ark:/21198/zz00289phv","2","Completed","Page","StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_003v.tif","6","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028cp9n","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028cpb5","ark:/21198/zz00289phv","2","Completed","Page","StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_004r.tif","7","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4r","","","","","","","","","","","","failed"
"St Gall Manuscripts","ark:/21198/zz0028cpcp","ark:/21198/zz00289phv","2","Completed","Page","StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_004v.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028cpcp","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028cpd6","ark:/21198/zz00289phv","2","Completed","Page","StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_005r.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028cpd6","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028cpfq","ark:/21198/zz00289phv","2","Completed","Page","StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_005v.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028cpfq","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5v","","","","","","","","","","","","succeeded"
