"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State"
"St Gall Manuscripts","ark:/21198/zz001bnmmc","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnmmc_748337_master.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnmmc","","","","","","","","","","","","","","","Front cover","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnmnw","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnmnw_748346_master.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnmnw","","","","","","","","","","","","","","","Inside front cover","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bp109","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bp109_749216_master.tif","3","","","","","","","","","","","","","","","","Front flyleaf (recto)","r","","","","","","","","","","","failed"
"St Gall Manuscripts","ark:/21198/zz001bp11t","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bp11t_749219_master.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bp11t","","","","","","","","","","","","","","","Front flyleaf (verso)","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnmpd","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnmpd_748354_master.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnmpd","","","","","","","","","","","","","","","f. 1r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnmqx","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnmqx_748367_master.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnmqx","","","","","","","","","","","","","","","f. 1v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnmrf","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnmrf_748380_master.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnmrf","","","","","","","","","","","","","","","f. 2r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnmsz","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnmsz_748389_master.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnmsz","","","","","","","","","","","","","","","f. 2v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnmtg","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnmtg_748393_master.tif","11","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnmtg","","","","","","","","","","","","","","","f. 3r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnmwh","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnmwh_748399_master.tif","12","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnmwh","","","","","","","","","","","","","","","f. 3v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnmx1","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnmx1_748405_master.tif","13","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnmx1","","","","","","","","","","","","","","","f. 4r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnn0j","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnn0j_748411_master.tif","14","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnn0j","","","","","","","","","","","","","","","f. 4v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnn2k","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnn2k_748417_master.tif","15","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnn2k","","","","","","","","","","","","","","","f. 5r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnn4m","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnn4m_748423_master.tif","16","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnn4m","","","","","","","","","","","","","","","f. 5v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnn6n","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnn6n_748428_master.tif","17","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnn6n","","","","","","","","","","","","","","","f. 6r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnn8p","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnn8p_748434_master.tif","18","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnn8p","","","","","","","","","","","","","","","f. 6v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnnbq","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnnbq_748440_master.tif","19","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnnbq","","","","","","","","","","","","","","","f. 7r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnndr","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnndr_748446_master.tif","20","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnndr","","","","","","","","","","","","","","","f. 7v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001bnnf8","ark:/21198/zz0018043h","2","Completed","Page","StGall/masters/karlsruhe_092/21198-zz001bnnf8_748449_master.tif","21","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bnnf8","","","","","","","","","","","","","","","f. 8r","r","","","","","","","","","","","succeeded"
