"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State"
"St Gall Manuscripts","ark:/21198/zz0028fm3g","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_001r.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fm3g","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fm40","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_001v.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fm40","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fm5h","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_002r.tif","3","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fm5h","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fm61","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_002v.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fm61","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fm7j","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_003r.tif","5","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fm7j","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fm82","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_003v.tif","6","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fm82","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fm9k","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_004r.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fm9k","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fmb3","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_004v.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fmb3","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fmcm","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_005r.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fmcm","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fmd4","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_005v.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fmd4","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fmfn","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_006r.tif","11","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fmfn","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 6r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028fmg5","ark:/21198/zz00289ppf","2","Completed","Page","StGall/masters/karlsruhe_031/BLB_CodAugPerg_031_006v.tif","12","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028fmg5","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 6v","","","","","","","","","","","","succeeded"
