"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State"
"St Gall Manuscripts","ark:/21198/zz0028pmjb","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_001r.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmjb","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmkv","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_001v.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmkv","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmmc","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_002r.tif","3","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmmc","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmnw","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_002v.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmnw","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmpd","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_003r.tif","5","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmpd","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmqx","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_003v.tif","6","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmqx","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmrf","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_004r.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmrf","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmsz","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_004v.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmsz","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmtg","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_005r.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmtg","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmv0","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_005v.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmv0","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmwh","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_006r.tif","11","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmwh","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 6r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmx1","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_006v.tif","12","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pmx1","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 6v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pmzj","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_007r.tif","13","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 7r","","","","","","","","","","","","failed"
"St Gall Manuscripts","ark:/21198/zz0028pn0j","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_007v.tif","14","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pn0j","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 7v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028pn12","ark:/21198/zz0028n260","2","Completed","Page","StGall/masters/karlsruhe_202/BLB_CodAugPerg_202_008r.tif","15","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028pn12","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 8r","","","","","","","","","","","","succeeded"
