"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State"
"St Gall Manuscripts","ark:/21198/zz001d32g7","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32g7_760775_master.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32g7","","","","","","","","","","","","","","","Front cover","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32hr","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32hr_760779_master.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32hr","","","","","","","","","","","","","","","Inside front cover","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32j8","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32j8_760797_master.tif","3","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32j8","","","","","","","","","","","","","","","f. 1r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32ks","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32ks_760805_master.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32ks","","","","","","","","","","","","","","","f. 1v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32m9","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32m9_760814_master.tif","5","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32m9","","","","","","","","","","","","","","","f. 2r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32nt","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32nt_760822_master.tif","6","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32nt","","","","","","","","","","","","","","","f. 2v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32pb","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32pb_760830_master.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32pb","","","","","","","","","","","","","","","f. 3r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32qv","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32qv_760841_master.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32qv","","","","","","","","","","","","","","","f. 3v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32rc","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32rc_760853_master.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32rc","","","","","","","","","","","","","","","f. 4r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32sw","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32sw_760864_master.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32sw","","","","","","","","","","","","","","","f. 4v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32td","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32td_760873_master.tif","11","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32td","","","","","","","","","","","","","","","f. 5r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32vx","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32vx_760880_master.tif","12","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32vx","","","","","","","","","","","","","","","f. 5v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32wf","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32wf_761170_master.tif","13","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32wf","","","","","","","","","","","","","","","f. 6r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32xz","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32xz_761176_master.tif","14","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32xz","","","","","","","","","","","","","","","f. 6v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d32zg","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d32zg_761179_master.tif","15","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32zg","","","","","","","","","","","","","","","f. 7r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d330g","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d330g_761182_master.tif","16","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d330g","","","","","","","","","","","","","","","f. 7v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d3310","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d3310_761185_master.tif","17","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d3310","","","","","","","","","","","","","","","f. 8r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d3331","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d3331_761188_master.tif","18","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d3331","","","","","","","","","","","","","","","f. 8v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d334j","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d334j_761191_master.tif","19","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d334j","","","","","","","","","","","","","","","f. 9r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d3352","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d3352_761194_master.tif","20","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d3352","","","","","","","","","","","","","","","f. 9v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d336k","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d336k_761197_master.tif","21","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d336k","","","","","","","","","","","","","","","f. 10r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d3373","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d3373_761200_master.tif","22","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d3373","","","","","","","","","","","","","","","f. 10v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d338m","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d338m_761206_master.tif","23","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d338m","","","","","","","","","","","","","","","f. 11r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d3394","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d3394_761209_master.tif","24","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d3394","","","","","","","","","","","","","","","f. 11v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33bn","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33bn_761212_master.tif","25","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33bn","","","","","","","","","","","","","","","f. 12r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33c5","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33c5_761217_master.tif","26","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33c5","","","","","","","","","","","","","","","f. 12v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33dp","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33dp_761225_master.tif","27","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33dp","","","","","","","","","","","","","","","f. 13r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33f6","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33f6_761233_master.tif","28","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33f6","","","","","","","","","","","","","","","f. 13v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33gq","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33gq_761239_master.tif","29","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33gq","","","","","","","","","","","","","","","f. 14r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33h7","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33h7_761245_master.tif","30","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33h7","","","","","","","","","","","","","","","f. 14v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33jr","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33jr_761248_master.tif","31","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33jr","","","","","","","","","","","","","","","f. 15r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33k8","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33k8_761253_master.tif","32","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33k8","","","","","","","","","","","","","","","f. 15v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33ms","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33ms_761264_master.tif","33","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33ms","","","","","","","","","","","","","","","f. 16r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33n9","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33n9_761272_master.tif","34","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33n9","","","","","","","","","","","","","","","f. 16v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33pt","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33pt_761275_master.tif","35","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33pt","","","","","","","","","","","","","","","f. 17r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33qb","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33qb_761278_master.tif","36","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33qb","","","","","","","","","","","","","","","f. 17v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33rv","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33rv_761287_master.tif","37","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33rv","","","","","","","","","","","","","","","f. 18r","r","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33sc","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33sc_761291_master.tif","38","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33sc","","","","","","","","","","","","","","","f. 18v","v","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz001d33tw","ark:/21198/zz0017n1mx","2","Completed","Page","StGall/masters/karlsruhe_187/21198-zz001d33tw_761303_master.tif","39","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d33tw","","","","","","","","","","","","","","","f. 19r","r","","","","","","","","","","","succeeded"
