"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State"
"St Gall Manuscripts","ark:/21198/zz00289qz2","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289qz2_1909485_master.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289qz2","","","","","still image","","","","","","","","","","Front cover","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289r02","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289r02_1909486_master.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289r02","","","","","still image","","","","","","","","","","Inside front cover","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289qt0","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289qt0_1909473_master.tif","3","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289qt0","","","","","still image","","","","","","","","","","First front flyleaf (recto)","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289qvh","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289qvh_1909476_master.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289qvh","","","","","still image","","","","","","","","","","First front flyleaf (verso)","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289qw1","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289qw1_1909477_master.tif","5","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289qw1","","","","","still image","","","","","","","","","","Second front flyleaf (recto)","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289qxj","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289qxj_1909480_master.tif","6","","","","","","still image","","","","","","","","","","Second front flyleaf (verso)","","","","","","","","","","","","failed"
"St Gall Manuscripts","ark:/21198/zz00289f9c","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289f9c_1908710_master.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289f9c","","","","","still image","","","","","","","","","","f. 1r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289fbw","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fbw_1908713_master.tif","8","","","","","","still image","","","","","","","","","","f. 1v","","","","","","","","","","","","failed"
"St Gall Manuscripts","ark:/21198/zz00289fcd","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fcd_1908716_master.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289fcd","","","","","still image","","","","","","","","","","f. 2r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289fdx","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fdx_1908719_master.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289fdx","","","","","still image","","","","","","","","","","f. 2v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289fff","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fff_1908720_master.tif","11","","","","","","still image","","","","","","","","","","f. 3r","","","","","","","","","","","","failed"
"St Gall Manuscripts","ark:/21198/zz00289fgz","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fgz_1908725_master.tif","12","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289fgz","","","","","still image","","","","","","","","","","f. 3v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289fhg","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fhg_1908726_master.tif","13","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289fhg","","","","","still image","","","","","","","","","","f. 4r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289fj0","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fj0_1908729_master.tif","15","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289fj0","","","","","still image","","","","","","","","","","f. 4v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289fkh","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fkh_1908732_master.tif","16","","","","","","still image","","","","","","","","","","f. 5r","","","","","","","","","","","","failed"
"St Gall Manuscripts","ark:/21198/zz00289fm1","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fm1_1908735_master.tif","17","","","","","","still image","","","","","","","","","","f. 5v","","","","","","","","","","","","failed"
"St Gall Manuscripts","ark:/21198/zz00289fnj","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fnj_1908738_master.tif","18","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289fnj","","","","","still image","","","","","","","","","","f. 6r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289fp2","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fp2_1908743_master.tif","19","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289fp2","","","","","still image","","","","","","","","","","f. 6v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289fqk","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fqk_1908746_master.tif","20","","","","","","still image","","","","","","","","","","f. 7r","","","","","","","","","","","","failed"
"St Gall Manuscripts","ark:/21198/zz00289fr3","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fr3_1908749_master.tif","21","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289fr3","","","","","still image","","","","","","","","","","f. 7v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289fsm","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fsm_1908750_master.tif","22","","","","","","still image","","","","","","","","","","f. 8r","","","","","","","","","","","","failed"
"St Gall Manuscripts","ark:/21198/zz00289ft4","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289ft4_1908753_master.tif","23","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289ft4","","","","","still image","","","","","","","","","","f. 8v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz00289fvn","ark:/21198/zz00289f7b","2","Completed","Page","StGall/masters/karlsruhe_111/21198-zz00289fvn_1908758_master.tif","24","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289fvn","","","","","still image","","","","","","","","","","f. 9r","","","","","","","","","","","","succeeded"
