Project Name,Object Type,Title,Item ARK,Parent ARK,Rights.copyrightStatus,File Name,AltIdentifier.local,Date.creation,Date.normalized,Description.fundingNote,Description.note,Format.dimensions,Format.extent,Format.medium,Language,Name.repository,Name.subject,Name.producer,Opac url,Publisher.publisherName,Relation.isPartOf,Rights.countryCreation,Rights.rightsHolderContact,Rights.statementLocal,Subject,Type.genre,Type.typeOfResource,Place of origin,AltTitle.uniform,Summary,Description.tableOfContents,Finding Aid URL,IIIF Manifest URL
Tom Reed Collection,Collection,Tom Reed Collection,ark:/21198/z1wq1vx1,,copyrighted,,,1980-2005,1980/2005,,Includes episodes of Tom Reed's For Members Only television program,,,,eng,UCLA Film and Television Archive,,"Reed, Tom",,,,,,,,,moving image,,,,,,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1wq1vx1
