Project Name,Item Status ID,Item Status,Object Type,Title,Item ARK,Parent ARK,Visibility,Rights.copyrightStatus,File Name,AltIdentifier.local,AltTitle.other,Condition note,Coverage.geographic,Date.creation,Date.normalized,Description.caption,Description.fundingNote,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Language,Name.repository,Name.subject,Opac url,Publisher.publisherName,Relation.isPartOf,Rights.countryCreation,Rights.rightsHolderContact,Rights.statementLocal,Subject,Type.genre,Type.typeOfResource,Place of origin,AltTitle.uniform,Summary,Description.tableOfContents,Subject.conceptTopic,Subject.descriptiveTopic,Masthead,Representative image,Featured image,Tagline,Subject geographic,Subject temporal,Finding Aid URL,Alt ID.url,License,Note,Contents note,Description.contents,Content disclaimer,Name.interviewer,Name.interviewee,Name.director,Name.producer,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Tom Reed's For Members Only,2,Completed,Work,Ron O’Neal and Marla Gibbs,ark:/21198/z1rz1463,ark:/21198/z1wq1vx1,private,copyrighted,reed/video/T160136_TomReed_handbrake.mp4,T160136,,,,"April 19, 1982",1982-04-19,,,,,"erratic audio levels, chroma phase, bad edits in show",3/4 in.,0:44:02,videocassette,eng,UCLA Film and Television Archive,,,,,,,,,,moving image,,,,,,,,,,,,,,,,,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:reed/pairtree_root/21/19/8=/z1/rz/14/63/21198=z1rz1463/ark%2B=21198=z1rz1463.mp4{},,720,486,2641.275,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz1463/manifest
