"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Author","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Type.genre","Language","Rights.publicationStatus","Subject","Relation.isPartOf","Name.subject","Name.illustrator","Name.creator","Name.photographer","Coverage.geographic","Name.repository","Name.engraver","Name.printer","Title","Description.note","Alt ID.local","Date.normalized","Date.creation","AltTitle.other","Description.caption","Format.dimensions","Format.extent","Description.contents","Publisher.placeOfOrigin","Alt ID.oclc","Publisher.publisherName","Description.caption","AltTitle.translated","Opac url","AltTitle.uniform","Description.tableOfContents","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Rare Books (YRL Special Collections)","ark:/21198/zz0017kzcf","ark:/21198/zz0009m795","2","Completed","Page","rarebook/masters/srgb/21198-zz0017kzcf_508003_master.tif","1","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Arabian No. 2","","","","","Plate XXXII","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kzcf",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017kzdz","ark:/21198/zz0009m795","2","Completed","Page","rarebook/masters/srgb/21198-zz0017kzdz_508006_master.tif","2","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Arabian No. 4","","","","","Plate XXXIV","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kzdz",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017kzfg","ark:/21198/zz0009m795","2","Completed","Page","rarebook/masters/srgb/21198-zz0017kzfg_508010_master.tif","3","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Byzantine No. 2","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kzfg",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017kzg0","ark:/21198/zz0009m795","1","In progress","Page","rarebook/masters/srgb/21198-zz0017kzg0_508015_master.tif","4","","","","","","","private","","still image","","","","","","","","","","","","","","","Celtic No. 3","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kzg0",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017kzhh","ark:/21198/zz0009m795","1","In progress","Page","rarebook/masters/srgb/21198-zz0017kzhh_508019_master.tif","5","","","","","","","private","","still image","","","","","","","","","","","","","","","Chinese No. 1","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kzhh",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017m0kg","ark:/21198/zz0009m795","1","In progress","Page","rarebook/masters/srgb/21198-zz0017m0kg_508084_master.tif","6","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Chinese No. 3","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m0kg",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017m0m0","ark:/21198/zz0009m795","2","Completed","Page","rarebook/masters/srgb/21198-zz0017m0m0_508090_master.tif","7","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Egyptian No. 6","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m0m0",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017m0nh","ark:/21198/zz0009m795","2","Completed","Page","rarebook/masters/srgb/21198-zz0017m0nh_508100_master.tif","8","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Elizabethan No. 3","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m0nh",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017m0p1","ark:/21198/zz0009m795","1","In progress","Page","rarebook/masters/srgb/21198-zz0017m0p1_508111_master.tif","9","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Greek No. 7","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m0p1",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017m0qj","ark:/21198/zz0009m795","2","Completed","Page","rarebook/masters/srgb/21198-zz0017m0qj_508115_master.tif","10","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Illuminated Mss No. 2","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m0qj",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017m0r2","ark:/21198/zz0009m795","2","Completed","Page","rarebook/masters/srgb/21198-zz0017m0r2_508121_master.tif","11","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Illuminated Mss No. 3","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m0r2",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017m0sk","ark:/21198/zz0009m795","1","In progress","Page","rarebook/masters/srgb/21198-zz0017m0sk_508146_master.tif","12","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Indian No. 1","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m0sk",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017m0t3","ark:/21198/zz0009m795","1","In progress","Page","rarebook/masters/srgb/21198-zz0017m0t3_508153_master.tif","13","","","","","","","private","","still image","","","","","Decoration and ornament|~|Decoration and ornament--History","","","","Jones, Owen, 1809-1874","","","","","","Indian No 6.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m0t3",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0017m0vm","ark:/21198/zz0009m795","1","In progress","Page","rarebook/masters/srgb/21198-zz0017m0vm_508157_master.tif","14","","","","","","","private","","still image","","","","","","","","","","","","","","","Indian No. 4","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m0vm",""
