"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Author","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Type.genre","Language","Rights.publicationStatus","Subject","Relation.isPartOf","Name.subject","Name.illustrator","Name.creator","Name.photographer","Coverage.geographic","Name.repository","Name.engraver","Name.printer","Title","Description.note","Alt ID.local","Date.normalized","Date.creation","AltTitle.other","Description.caption","Format.dimensions","Format.extent","Description.contents","Publisher.placeOfOrigin","Alt ID.oclc","Publisher.publisherName","Description.caption","AltTitle.translated","Opac url","AltTitle.uniform","Description.tableOfContents","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Rare Books (YRL Special Collections)","ark:/21198/zz002knz47","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dvwz-1-master.tif","1","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Title page","","","","","","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002knz47",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dvxg","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dvxg-1-master.tif","2","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Camp of the U.S. Geological Survey, Ogden, Utah","","clus_S926_A43_A5u_001","","","Plate 1","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dvxg",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dvz0","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dvz0-1-master.tif","3","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Camp of the Snake River Divison of the U.S. Geological Survey at Fort Hall, Idaho.","","clus_S926_A43_A5u_002","","","Plate 2","","","1 photographic print : albumen","Image is print resolution not high archive resolution.  HR copy was corrupt.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dvz0",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dw00","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dw00-1-master.tif","4","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Meeting of the U.S. Geological Survey in the Lower Firehole Basin.","","clus_S926_A43_A5u_003","","","Plate 3","","","1 photographic print : albumen","Image is print resolution not high archival resolution.  HR image was corrupt.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dw00",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dw1h","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dw1h-1-master.tif","5","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Mt. Hayden, or the Great Téton.","","clus_S926_A43_A5u_004","","","Plate 4","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dw1h",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dw21","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dw21-1-master.tif","6","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","The Three Tétons","","clus_S926_A43_A5u_005","","","Plate 5","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dw21",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dw3j","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dw3j-1-master.tif","7","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Panoramic view of the Téton Range","","clus_S926_A43_A5u_006","","","Plate 6","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dw3j",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dw42","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dw42-1-master.tif","8","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","The Téton Range South","","clus_S926_A43_A5u_007","","","Plate 7","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dw42",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dw5k","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dw5k-1-master.tif","9","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Camp at the mouth of Téton Cañon","","clus_S926_A43_A5u_008","","","Plate 8","","","1 photographic print : albumen","Image is print resolution not high archival resolution.  HR image was corrupt.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dw5k",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dw63","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dw63-1-master.tif","10","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Crater of the architectural geyser, Lower Basin","","clus_S926_A43_A5u_009","","","Plate 9","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dw63",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dw7m","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dw7m-1-master.tif","11","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Upper Firehole Basin from the crater of Old Faithful","","clus_S926_A43_A5u_010","","","Plate 10","","","1 photographic print : albumen","Image is print resolution not high archival resolution.  HR image was corrupt.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dw7m",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dw84","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dw84-1-master.tif","12","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Hot spring and Castle Geyser","","clus_S926_A43_A5u_011","","","Plate 11","","","1 photographic print : albumen","Image is print resolution not high archival resolution.  HR image was corrupt.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dw84",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dw9n","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dw9n-1-master.tif","13","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Crater of the Grotto Geyser","","clus_S926_A43_A5u_012","","","Plate 12","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dw9n",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwb5","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwb5-1-master.tif","14","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Mammoth Hot Springs, Lower Basin","","clus_S926_A43_A5u_013","","","Plate 13","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwb5",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwcp","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwcp-1-master.tif","15","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Mammoth Hot Springs on Gardiner's River","","clus_S926_A43_A5u_014","","","Plate 14","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwcp",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwd6","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwd6-1-master.tif","16","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Mammoth Hot Springs on Gardiner's River","","clus_S926_A43_A5u_015","","","Plate 15","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwd6",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwfq","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwfq-1-master.tif","17","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Cap of Liberty, Mammoth Hot Springs","","clus_S926_A43_A5u_016","","","Plate 16","","","1 photographic print : albumen","Image is print resolution not high archival resolution.  HR image was corrupt.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwfq",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwg7","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwg7-1-master.tif","18","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Upper falls of the Yellowstone","","clus_S926_A43_A5u_017","","","Plate 17","","","1 photographic print : albumen","Image is print resolution not high archival resolution.  HR image was corrupt.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwg7",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwhr","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwhr-1-master.tif","19","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Lower falls of the Yellowstone","","clus_S926_A43_A5u_018","","","Plate 18","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwhr",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwj8","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwj8-1-master.tif","20","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Lower falls of the Yellowstone","","clus_S926_A43_A5u_019","","","Plate 19","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwj8",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwks","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwks-1-master.tif","21","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","The Grand Cañon, from the falls","","clus_S926_A43_A5u_020","","","Plate 20","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwks",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwm9","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwm9-1-master.tif","22","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","The Grand Cañon, one mile below the falls","","clus_S926_A43_A5u_021","","","Plate 21","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwm9",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwnt","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwnt-1-master.tif","23","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Tower Falls","","clus_S926_A43_A5u_022","","","Plate 22","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwnt",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwpb","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwpb-1-master.tif","24","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Panoramic view of the Valley of the Yellowstone, No.1","","clus_S926_A43_A5u_023","","","Plate 23","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwpb",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwqv","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwqv-1-master.tif","25","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Panoramic view of the Valley of the Yellowstone, No.2","","clus_S926_A43_A5u_024","","","Plate 24","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwqv",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwrc","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwrc-1-master.tif","26","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Panoramic view of the Valley of the Yellowstone, No.3","","clus_S926_A43_A5u_025","","","Plate 25","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwrc",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwsw","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwsw-1-master.tif","27","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","View in the Bridger Cañon, near Fort Ellis","","clus_S926_A43_A5u_026","","","Plate 26","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwsw",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwtd","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwtd-1-master.tif","28","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Mystic Lake, source of East Gallatin","","clus_S926_A43_A5u_027","","","Plate 27","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwtd",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwvx","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwvx-1-master.tif","29","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Camp in Mystic Lake","","clus_S926_A43_A5u_028","","","Plate 28","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwvx",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwwf","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwwf-1-master.tif","30","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Palace Butte, near Mount Blackmore","","clus_S926_A43_A5u_029","","","Plate 29","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwwf",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwxz","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwxz-1-master.tif","31","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Palace Butte Park","","clus_S926_A43_A5u_030","","","Plate 30","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwxz",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dwzg","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dwzg-1-master.tif","32","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Arched Falls, base of Mount Blackmore","","clus_S926_A43_A5u_031","","","Plate 31","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dwzg",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dx0g","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dx0g-1-master.tif","33","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Cascade from Mount Blackmore","","clus_S926_A43_A5u_032","","","Plate 32","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dx0g",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dx10","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dx10-1-master.tif","34","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Cascade from Mount Blackmore","","clus_S926_A43_A5u_033","","","Plate 33","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dx10",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dx2h","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dx2h-1-master.tif","35","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","View near Mount Blackmore","","clus_S926_A43_A5u_034","","","plate 34","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dx2h",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dx31","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dx31-1-master.tif","36","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","Castellated walls of Gallatin Cañon","","clus_S926_A43_A5u_035","","","Plate 35","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dx31",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dx4j","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dx4j-1-master.tif","37","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","The trail in the wood, Gallatin Cañon","","clus_S926_A43_A5u_036","","","Plate 36","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dx4j",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009dx52","ark:/21198/zz0009dvwz","2","Completed","Page","rarebook/masters/srgb/21198-zz0009dx52-1-master.tif","38","","","","","","","private","","still image","","","","","","","","","","Jackson, William Henry, 1843-1942","","","","","The trail over the rocks, Gallatin Cañon","","Plate 37","","","","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dx52",""
