==> 21198zz0009b7tb_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009d99f,ark:/21198/zz0009b8k6,2,Completed,Page,rarebook/masters/srgb/21198-zz0009d99f-1-master.tif,1,,,,,,,private,,still image,,Book covers,,,,,,,,,,,,,front cover,Digital photograph not scan.,TJ173 _M32_fcover,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009d99f,

==> 21198zz0009dvwz_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz002knz47,ark:/21198/zz0009dvwz,2,Completed,Page,rarebook/masters/srgb/21198-zz0009dvwz-1-master.tif,1,,,,,,,private,,still image,,,,,,,,,,"Jackson, William Henry, 1843-1942",,,,,Title page,,,,,,,,1 photographic print : albumen,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002knz47,

==> 21198zz0009fzbk_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz002knz5r,ark:/21198/zz0009fzbk,2,Completed,Page,rarebook/masters/srgb/21198-zz0009fzbk-1-master.tif,1,,,,,,,private,,still image,,,,,,,,,,,,,,,Engraved title page,,,,,,,,1 photographic print : albumen,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002knz5r,

==> 21198zz0009khj6_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009khkq,ark:/21198/zz0009khj6,2,Completed,Page,rarebook/masters/srgb/21198-zz0009khkq-1-master.tif,1,,,,,,,private,,still image,,,,,,,,,,,,,,,Valley of the Yosemite,,clus_TR16.8_M987y_001,,,Plate No. 1,,,1 photographic print : albumen,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khkq,

==> 21198zz0009m3z2_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009m402,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m402-1-master.tif,4,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 12,,F868_Y6_P5_1867_pl12,,,,,,1 photographic print : albumen,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009m402,

==> 21198zz0009m795_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0017kzcf,ark:/21198/zz0009m795,2,Completed,Page,rarebook/masters/srgb/21198-zz0017kzcf_508003_master.tif,1,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Arabian No. 2,,,,,Plate XXXII,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kzcf,

==> 21198zz0017jfkv_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0017jfkv/2g92v98q,ark:/21198/zz0017jfkv,10,Completed with minimal metadata,Page,rarebook/masters/srgb/21198-zz0017jfkv_504498_master.tif,1,,,,,,,private,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfkv%2F2g92v98q,

==> 21198zz0017jgc7_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0017jgdr,ark:/21198/zz0017jgc7,1,In progress,Page,rarebook/masters/srgb/21198-zz0017jgdr_504572_master.tif,1,,,,,,,private,,text,,,,,,,,,,,,,,,page ai recto,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgdr,

==> 21198zz001hrfnw_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz001hrg0j,ark:/21198/zz001hrfnw,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg0j_1304895_master.tif,1,,,,,,,private,,still image,,,,,canals|~|gondolas (flat-bottomed watercraft),,,,,,"Venice (Los Angeles, Calif.) $v Pictorial works.",,,,"Canal, Venice",,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hrg0j,

==> 21198zz001hrg8p_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz001hrg96,ark:/21198/zz001hrg8p,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg96_1305053_master.tif,1,,,,,,,private,,,,,,,,,,,,,,,,,"Scene from the Upper Terrace of the Great Pagoda at Rangoon, to the South East.",Plate 9,,,,,"Published Jan. 2, 1826, by Thos. Clay, 18 Ludgate Hill & Kingsbury & Co., Leadenhall Str., London. Drawn by J. Moore. Engraved by H. Pyall.",,,,,,,"Published Jan. 2, 1826, by Thos. Clay, 18 Ludgate Hill & Kingsbury & Co., Leadenhall Str., London. Drawn by J. Moore. Engraved by H. Pyall.",,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hrg96,

==> 21198zz001hrgdr_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz001hrgf8,ark:/21198/zz001hrgdr,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrgf8_1305098_master.tif,1,,,,,,,private,,still image,,,,,,,,,,,,,,,Japanese bungalow.,,,,,,These artistic villas are designed for comfort as well as beauty.,,,,,,,These artistic villas are designed for comfort as well as beauty.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hrgf8,

==> 21198zz0025dwkw_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0025dwmd,ark:/21198/zz0025dwkw,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dwmd_1686009_master.tif,1,,,,,,,private,,text,,,,,,,,,,,,,,,page 82,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dwmd,

==> 21198zz0025dwnx_pages.csv <==
