==> 21198zz0009b7tb_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009b90w,ark:/21198/zz0009b7tb,2,Completed,Page,rarebook/masters/srgb/21198-zz0009b90w-1-master.tif,1,,,,,,,private,,still image,,Covers (Illustration),eng,,"Detective and mystery stories, American--Periodicals",,,,,,,,,,Black Mask 1920 May [cover],,PS648 _D4B53_1920_05,1920-05,1920 May,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009b90w,

==> 21198zz0009b7wc_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009bh4v,ark:/21198/zz0009b7wc,2,Completed,Page,rarebook/masters/srgb/21198-zz0009bh4v-1-master.tif,1,,,,,,,private,,still image,,Book illustrations,,,,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,"Roux, G.",,,,,,,pp 57 ill. and text,,PQ2269_G91_C7_pp57,,,"Chapter VI. Luna Company, Limited",,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009bh4v,

==> 21198zz0009b7xw_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009bqxn,ark:/21198/zz0009b7xw,2,Completed,Page,rarebook/masters/srgb/21198-zz0009bqxn-1-master.tif,1,,,,,,,private,,still image,,Book illustrations,eng,,,,,,,,,,,,plate 11 : Loisirs Litteraires au XXe Siecle,,Z992_U99co_pl11,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009bqxn,

==> 21198zz0009b7zd_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009bshd,ark:/21198/zz0009b7zd,2,Completed,Page,rarebook/masters/srgb/21198-zz0009bshd-1-master.tif,1,,,,,,,private,,still image,,Book illustrations,eng,,,,,,,,,,,,p 14 : ill.,,F868 R6 W15_p14,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009bshd,

==> 21198zz0009b8bk_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009bttj,ark:/21198/zz0009b8bk,2,Completed,Page,rarebook/masters/srgb/21198-zz0009bttj-1-master.tif,1,,,,,,,private,,still image,,Book illustrations|~|hand coloring|~|Engravings,eng,,Maori (New Zealand people)--Warfare|~|Maori (New Zealand people)--Clothing & dress,,,,"Parkinson, Sydney, 1745?-1771",,,,"Chambers, T.",,plate XV : [A New Zealand Warrior],,G247 A11 P2 1784_plxv,,,,,28 x 36 cm. (11 x 14 in.),1 print : hand-colored,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009bttj,

==> 21198zz0009b8c3_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009c3h6,ark:/21198/zz0009b8c3,2,Completed,Page,rarebook/masters/srgb/21198-zz0009c3h6-1-master.tif,1,,,,,,,private,,still image,,Book illustrations|~|hand coloring,fre,,,,,,,,,,,,ill. leaf and title page,Image is digital photograph not scan.,Z233_M3_M37_1816_titlepage,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009c3h6,

==> 21198zz0009b8dm_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009c7bj,ark:/21198/zz0009b8dm,2,Completed,Page,rarebook/masters/srgb/21198-zz0009c7bj-1-master.tif,1,,,,,,,private,,still image,,Pochoir,,,,,,,,,,,,,planche 1,,SCB_162334_planche_1,,,,,31 x 41 cm. (12 x 16 in.),1 print : col.,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009c7bj,

==> 21198zz0009b8f4_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009cjz6,ark:/21198/zz0009b8f4,2,Completed,Page,rarebook/masters/srgb/21198-zz0009ckpj-1-master.tif,1,,,,,,,private,,still image,,Periodical illustrations,fre,,,,,,,,,,,,No. 37 : 15 October 1898,,NC1499 F74p_15101898,,,page 3 : Pourquoi l'on a fait 1789 [full page],,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009cjz6,

==> 21198zz0009b8h5_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009cnv3,ark:/21198/zz0009b8h5,2,Completed,Page,rarebook/masters/srgb/21198-zz0009cnv3-1-master.tif,1,,,,,,,private,,cartographic,,census maps,,,,,,,,,,,,,"Distribution of Chinese, U.S. Census data, 1940 [Los Angeles, Calif.]",,uclamss_HB3037_L7A5_1940_1,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009cnv3,

==> 21198zz0009b8jp_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rare Books (YRL Special Collections),ark:/21198/zz0009d6bh,ark:/21198/zz0009b8jp,2,Completed,Page,rarebook/masters/srgb/21198-zz0009d6bh-1-master.tif,1,,,,,,,private,,still image,,Book illustrations,,,,,,,,,,,,,"Bullfighters : Muerte de Pepe Hillo, 1801",,SCB_62380_01,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009d6bh,

==> 21198zz0009b8k6_pages.csv <==
