"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Author","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Type.genre","Language","Rights.publicationStatus","Subject","Relation.isPartOf","Name.subject","Name.illustrator","Name.creator","Name.photographer","Coverage.geographic","Name.repository","Name.engraver","Name.printer","Title","Description.note","Alt ID.local","Date.normalized","Date.creation","AltTitle.other","Description.caption","Format.dimensions","Format.extent","Description.contents","Publisher.placeOfOrigin","Alt ID.oclc","Publisher.publisherName","Description.caption","AltTitle.translated","Opac url","AltTitle.uniform","Description.tableOfContents","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Rare Books (YRL Special Collections)","ark:/21198/zz002knz5r","ark:/21198/zz0009fzbk","2","Completed","Page","rarebook/masters/srgb/21198-zz0009fzbk-1-master.tif","1","","","","","","","private","","still image","","","","","","","","","","","","","","","Engraved title page","","","","","","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002knz5r",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009g0dj","ark:/21198/zz0009fzbk","2","Completed","Page","rarebook/masters/srgb/21198-zz0009g0dj-1-master.tif","2","","","","","","","private","","still image","","Albumen prints","","","","","","","","O’Sullivan, Timothy H.","","","","","Snow peaks, Bull Run Mining District, Nevada [Expedition of 1871]","","clus_TR16.8_U583p_1871_01","1871","1871","Plate No. 1  [Expedition of 1871]","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009g0dj",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009g0f2","ark:/21198/zz0009fzbk","2","Completed","Page","rarebook/masters/srgb/21198-zz0009g0f2-1-master.tif","3","","","","","","","private","","still image","","","","","","","","","","O’Sullivan, Timothy H.","","","","","Group of Pah-Ute Indians, Nevada  [Expedition of 1871]","","clus_TR16.8_U583p_1871_02","1871","1871","Plate No. 2  [Expedition of 1871]","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009g0f2",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009g0gk","ark:/21198/zz0009fzbk","2","Completed","Page","rarebook/masters/srgb/21198-zz0009g0gk-1-master.tif","4","","","","","","","private","","still image","","","","","","","","","","O’Sullivan, Timothy H.","","","","","Bluff opposite Big Horn Camp. Black Cañon, Colorado River  [Expedition of 1871]","","clus_TR16.8_U583p_1871_03","1871","1871","Plate No. 3  [Expedition of 1871]","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009g0gk",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009g0h3","ark:/21198/zz0009fzbk","2","Completed","Page","rarebook/masters/srgb/21198-zz0009g0h3-1-master.tif","5","","","","","","","private","","still image","","","","","","","","","","O’Sullivan, Timothy H.","","","","","Black Cañon, Colorado River, looking below from Big Horn Camp  [Expedition of 1871]","","clus_TR16.8_U583p_1871_04","1871","1871","Plate No. 4  [Expedition of 1871]","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009g0h3",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009g0jm","ark:/21198/zz0009fzbk","2","Completed","Page","rarebook/masters/srgb/21198-zz0009g0jm-1-master.tif","6","","","","","","","private","","still image","","","","","","","","","","O’Sullivan, Timothy H.","","","","","Black Cañon Colorado River looking above from camp 7  [Expedition of 1871]","","clus_TR16.8_U583p_1871_05","1871","1871","Plate No. 5  [Expedition of 1871]","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009g0jm",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009g0k4","ark:/21198/zz0009fzbk","2","Completed","Page","rarebook/masters/srgb/21198-zz0009g0k4-1-master.tif","7","","","","","","","private","","still image","","","","","","","","","","O’Sullivan, Timothy H.","","","","","Black Cañon Colorado River looking below near camp 7  [Expedition of 1871]","","clus_TR16.8_U583p_1871_06","1871","1871","Plate No. 6  [Expedition of 1871]","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009g0k4",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009g0mn","ark:/21198/zz0009fzbk","2","Completed","Page","rarebook/masters/srgb/21198-zz0009g0mn-1-master.tif","8","","","","","","","private","","still image","","","","","","","","","","O’Sullivan, Timothy H.","","","","","Black Cañon Colorado River looking below near camp 7  [Expedition of 1871]","","clus_TR16.8_U583p_007","1871","1871","Plate No. 7 [Expedition of 1871]","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009g0mn",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009g0n5","ark:/21198/zz0009fzbk","2","Completed","Page","","9","","","","","","","private","","still image","","","","","","","","","","O’Sullivan, Timothy H.","","","","","Black Cañon Colorado River from Camp 8 looking above  [Expedition of 1871]","","clus_TR16.8_U583p_1871_08","1871","1871","Plate No. 8  [Expedition of 1871]","","","1 photographic print : albumen","","","","","","","","","","missing","",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009g0pp","ark:/21198/zz0009fzbk","2","Completed","Page","rarebook/masters/srgb/21198-zz0009g0pp-1-master.tif","10","","","","","","","private","","still image","","","","","","","","","","Bell, William","","","","","Cañon of Kanab Wash, Colorado River, looking North  [Expedition of 1872]","","clus_TR16.8_U583p_1872_02","1872","1872","Plate No. 2 [Expedition of 1872]","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009g0pp",""
