"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Text direction","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_001.tif","1","","Front Cover","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/sw43zc5x","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fsw43zc5x"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_002.tif","2","","Inside Front Cover","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/h008p740","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fh008p740"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_003.tif","3","","Page 1","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/hq11sf52","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fhq11sf52"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_004.tif","4","","Page 2","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/pp08t512","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fpp08t512"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_005.tif","5","","Page 3","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/r561km34","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fr561km34"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_006.tif","6","","Page 4","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/m130cp0d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fm130cp0d"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_007.tif","7","","Page 5","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/t782tc9s","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Ft782tc9s"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_008.tif","8","","Page 6","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/sp936f14","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fsp936f14"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_009.tif","9","","Page 7","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/sm13n143","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fsm13n143"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_010.tif","10","","Page 8","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/cp48h463","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fcp48h463"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_011.tif","11","","Page 9","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/nr369p11","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fnr369p11"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_012.tif","12","","Page 10","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/rr78jz2d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Frr78jz2d"
"Masters/othermasters/dl_toganoo/masters/3680506/ucla_3680506_013.tif","13","","Page 11","","","","ark:/21198/n1fw5m","ark:/21198/n1fw5m/dx14801w","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1fw5m%2Fdx14801w"
