"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Subject","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Name.repository","Language","Title","Description.abstract","Description.note","Publisher.placeOfOrigin","Date","Source","Relation.isPartOf","Relation.reproducedIn","Format.dimensions","Relation.describedIn","Relation.isVersionOf","Date.creation","AltTitle.descriptive","AltTitle.other","Format.extent","Date.normalized","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Index of Medieval Medical Images","ark:/21198/zz0000ztf6","ark:/21198/zz0000ztqb","2","Completed","Page","immi/masters/ub3f1.tif","1","","","","","","","","Physicians|~|Students|~|Urine Flasks|~|Teaching|~|Teachers|~|Uroscopy|~|Historiated initials - France - Paris - 1301-1325","still image","illuminated manuscripts","pd","","","","Urine flask, in teaching scene.","In decorated initial ""D,"" beige, inscr. in blue square with illuminated border, continuous with foliated text bracket;  inscr. in ""D,"" teacher (physician?), l., in blue cap and hooded gown, with orange shirt, on orange-cushioned chair, facing r., holding up urine flask, green, in r. hand, l. hand on knee; 4 students, opp., tonsured, front one in orange hooded gown, blue shirt, front 2 students gesticulating with r. hands; entire background illuminated. Adjacent text: Bernard of Gordon, Tractatus de conservatione vitae Humanae.","France, perhaps Paris, 1311-1325.","France-Paris","1311,1325","University of California, Los Angeles. Louise M. Darling Biomedical Library. Manuscript. Benjamin Collection 3. [Single leaf from Bernard of Gordon's Tractatus de conservatione vitae humanae]. [1311-1325?]  fol. 1","Bernard, de Gordon, ca. 1260 - ca. 1318. Liber de conservatione vitae humanae.","","100 x 100 mm.","O'Malley & Gnudi.  Benjamin collection, p. 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000ztf6",""
