Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.servicesContact,Language,Name.collector,Subject,Name.photographer,Relation.isPartOf,Name.subject,Author,Name.repository,Name.creator,Format.dimensions,Title,Date.creation,Format.extent,Alt ID.local,Description.note,Date.normalized,Description.contents,Description.abstract,AltTitle.other,Opac url,Finding Aid URL
Harrison (Gilbert A.) Collection of Material by and Relating to Gertrude Stein.  Collection 2108,ark:/21198/zz00093mrg,ark:/21198/zz00093mkw,2,Completed,Work,harrison/audio/masters/21198-zz00093mrg-1-master.wav,1,,,,,,,,,,,,"Stein, Gertrude, 1874-1946--Archives",,,,,,,,test audio,,,,,,,,,,
