"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1127db0","ark:/21198/zz002hc6tj","","","Page","diyalog/image/21198-zz002hc6tj-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127db0",""
"DIYALoG","ark:/21198/z1wd5m7k","ark:/21198/zz002hc6tj","","","Page","diyalog/image/21198-zz002hc6tj-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd5m7k",""
"DIYALoG","ark:/21198/z1rn4vj9","ark:/21198/zz002hc6tj","","","Page","diyalog/image/21198-zz002hc6tj-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn4vj9",""
"DIYALoG","ark:/21198/z1mw43vd","ark:/21198/zz002hc6tj","","","Page","diyalog/image/21198-zz002hc6tj-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw43vd",""
"DIYALoG","ark:/21198/z1h43c69","ark:/21198/zz002hc6tj","","","Page","diyalog/image/21198-zz002hc6tj-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43c69",""
"DIYALoG","ark:/21198/z1cc2mf4","ark:/21198/zz002hc6tj","","","Page","diyalog/image/21198-zz002hc6tj-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2mf4",""
"DIYALoG","ark:/21198/z17m1vm2","ark:/21198/zz002hc6tj","","","Page","diyalog/image/21198-zz002hc6tj-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m1vm2",""
"DIYALoG","ark:/21198/z13v13x5","ark:/21198/zz002hc6tj","","","Page","diyalog/image/21198-zz002hc6tj-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v13x5",""
"DIYALoG","ark:/21198/z10592mx","ark:/21198/zz002hc6tj","","","Page","diyalog/image/21198-zz002hc6tj-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10592mx",""
"DIYALoG","ark:/21198/z1vd8k53","ark:/21198/zz002hc6tj","","","Page","diyalog/image/21198-zz002hc6tj-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8k53",""
