"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1cr7fkj","ark:/21198/zz002hz4kk","","","Page","diyalog/image/21198-zz002hz4kk-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7fkj",""
"DIYALoG","ark:/21198/z1806pv4","ark:/21198/zz002hz4kk","","","Page","diyalog/image/21198-zz002hz4kk-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806pv4",""
"DIYALoG","ark:/21198/z1475z2x","ark:/21198/zz002hz4kk","","","Page","diyalog/image/21198-zz002hz4kk-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1475z2x",""
"DIYALoG","ark:/21198/z10g568p","ark:/21198/zz002hz4kk","","","Page","diyalog/image/21198-zz002hz4kk-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g568p",""
"DIYALoG","ark:/21198/z1vq4ptf","ark:/21198/zz002hz4kk","","","Page","diyalog/image/21198-zz002hz4kk-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4ptf",""
"DIYALoG","ark:/21198/z1r22ng9","ark:/21198/zz002hz4kk","","","Page","diyalog/image/21198-zz002hz4kk-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r22ng9",""
"DIYALoG","ark:/21198/z1m91ws1","ark:/21198/zz002hz4kk","","","Page","diyalog/image/21198-zz002hz4kk-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m91ws1",""
"DIYALoG","ark:/21198/z1gj155f","ark:/21198/zz002hz4kk","","","Page","diyalog/image/21198-zz002hz4kk-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj155f",""
"DIYALoG","ark:/21198/z1bs0dct","ark:/21198/zz002hz4kk","","","Page","diyalog/image/21198-zz002hz4kk-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0dct",""
"DIYALoG","ark:/21198/z1709nkz","ark:/21198/zz002hz4kk","","","Page","diyalog/image/21198-zz002hz4kk-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709nkz",""
