"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1dn5s4c","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5s4c",""
"DIYALoG","ark:/21198/z18w51d1","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w51d1",""
"DIYALoG","ark:/21198/z157304s","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz157304s",""
"DIYALoG","ark:/21198/z11g27b5","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g27b5",""
"DIYALoG","ark:/21198/z1wq1qt1","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq1qt1",""
"DIYALoG","ark:/21198/z1rz1033","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz1033",""
"DIYALoG","ark:/21198/z1n607fk","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n607fk",""
"DIYALoG","ark:/21198/z1hd9gs6","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9gs6",""
"DIYALoG","ark:/21198/z1cr7ffr","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7ffr",""
"DIYALoG","ark:/21198/z1806prs","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806prs",""
"DIYALoG","ark:/21198/z1475z01","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_011.tif","11","","","","","","","","","","","Page 11","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1475z01",""
"DIYALoG","ark:/21198/z10g566s","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_012.tif","12","","","","","","","","","","","Page 12","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g566s",""
"DIYALoG","ark:/21198/z1vq4pq3","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_013.tif","13","","","","","","","","","","","Page 13","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4pq3",""
"DIYALoG","ark:/21198/z1qz3z17","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_014.tif","14","","","","","","","","","","","Page 14","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz3z17",""
"DIYALoG","ark:/21198/z1m636dj","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_015.tif","15","","","","","","","","","","","Page 15","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m636dj",""
"DIYALoG","ark:/21198/z1gj151n","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_016.tif","16","","","","","","","","","","","Page 16","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj151n",""
"DIYALoG","ark:/21198/z1bs0d8g","ark:/21198/zz002hkzbm","","","Page","diyalog/image/21198-zz002hkzbm-1-master_017.tif","17","","","","","","","","","","","Page 17","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0d8g",""
