"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1st99r9","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st99r9",""
"DIYALoG","ark:/21198/z1p578cq","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p578cq",""
"DIYALoG","ark:/21198/z1jd6hqw","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6hqw",""
"DIYALoG","ark:/21198/z1dn5s0k","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5s0k",""
"DIYALoG","ark:/21198/z18w517s","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w517s",""
"DIYALoG","ark:/21198/z15448fg","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15448fg",""
"DIYALoG","ark:/21198/z11c3hr6","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3hr6",""
"DIYALoG","ark:/21198/z1wm31b6","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm31b6",""
"DIYALoG","ark:/21198/z1rz0zzh","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz0zzh",""
"DIYALoG","ark:/21198/z1n607b7","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n607b7",""
"DIYALoG","ark:/21198/z1hd9gnd","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_011.tif","11","","","","","","","","","","","Page 11","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9gnd",""
"DIYALoG","ark:/21198/z1cn8qvs","ark:/21198/zz002hc78r","","","Page","diyalog/image/21198-zz002hc78r-1-master_012.tif","12","","","","","","","","","","","Page 12","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8qvs",""
