"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1kp9p6f","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9p6f",""
"DIYALoG","ark:/21198/z1fx8xk2","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx8xk2",""
"DIYALoG","ark:/21198/z1b585wg","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b585wg",""
"DIYALoG","ark:/21198/z16h64hk","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h64hk",""
"DIYALoG","ark:/21198/z12r5ct9","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5ct9",""
"DIYALoG","ark:/21198/z1z04w70","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z04w70",""
"DIYALoG","ark:/21198/z1t744g6","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t744g6",""
"DIYALoG","ark:/21198/z1pg3crg","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3crg",""
"DIYALoG","ark:/21198/z1jq2n32","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2n32",""
"DIYALoG","ark:/21198/z1dz1wgp","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz1wgp",""
"DIYALoG","ark:/21198/z1989v40","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_011.tif","11","","","","","","","","","","","Page 11","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1989v40",""
"DIYALoG","ark:/21198/z15h93dn","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_012.tif","12","","","","","","","","","","","Page 12","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h93dn",""
"DIYALoG","ark:/21198/z11r8bm1","ark:/21198/zz002hkzdn","","","Page","diyalog/image/21198-zz002hkzdn-1-master_013.tif","13","","","","","","","","","","","Page 13","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8bm1",""
