"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z19c8jhv","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8jhv",""
"DIYALoG","ark:/21198/z15m7sv1","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m7sv1",""
"DIYALoG","ark:/21198/z11z5rhk","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z5rhk",""
"DIYALoG","ark:/21198/z1x6583w","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x6583w",""
"DIYALoG","ark:/21198/z1sf4hc5","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4hc5",""
"DIYALoG","ark:/21198/z1np3rj3","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np3rj3",""
"DIYALoG","ark:/21198/z1hx30rv","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx30rv",""
"DIYALoG","ark:/21198/z1d5281v","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d5281v",""
"DIYALoG","ark:/21198/z18d1hc1","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1hc1",""
"DIYALoG","ark:/21198/z14q9g3x","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9g3x",""
"DIYALoG","ark:/21198/z10z8qgj","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_011.tif","11","","","","","","","","","","","Page 11","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z8qgj",""
"DIYALoG","ark:/21198/z1w686z3","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_012.tif","12","","","","","","","","","","","Page 12","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w686z3",""
"DIYALoG","ark:/21198/z1rf7g6b","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_013.tif","13","","","","","","","","","","","Page 13","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7g6b",""
"DIYALoG","ark:/21198/z1mp6qc8","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_014.tif","14","","","","","","","","","","","Page 14","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6qc8",""
"DIYALoG","ark:/21198/z1gx5znj","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_015.tif","15","","","","","","","","","","","Page 15","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx5znj",""
"DIYALoG","ark:/21198/z1c5570t","ark:/21198/zz002hxr85","","","Page","diyalog/image/21198-zz002hxr85-1-master_016.tif","16","","","","","","","","","","","Page 16","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c5570t",""
