"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1z628xt","ark:/21198/zz002hc76q","","","Page","diyalog/image/21198-zz002hc76q-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z628xt",""
"DIYALoG","ark:/21198/z1tf1j8d","ark:/21198/zz002hc76q","","","Page","diyalog/image/21198-zz002hc76q-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1j8d",""
"DIYALoG","ark:/21198/z1pr9gtn","ark:/21198/zz002hc76q","","","Page","diyalog/image/21198-zz002hc76q-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9gtn",""
"DIYALoG","ark:/21198/z1k08r60","ark:/21198/zz002hc76q","","","Page","diyalog/image/21198-zz002hc76q-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08r60",""
"DIYALoG","ark:/21198/z1f780gn","ark:/21198/zz002hc76q","","","Page","diyalog/image/21198-zz002hc76q-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f780gn",""
"DIYALoG","ark:/21198/z19g77qg","ark:/21198/zz002hc76q","","","Page","diyalog/image/21198-zz002hc76q-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g77qg",""
"DIYALoG","ark:/21198/z15q6gz9","ark:/21198/zz002hc76q","","","Page","diyalog/image/21198-zz002hc76q-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6gz9",""
"DIYALoG","ark:/21198/z11z5r9w","ark:/21198/zz002hc76q","","","Page","diyalog/image/21198-zz002hc76q-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z5r9w",""
"DIYALoG","ark:/21198/z1x93z5b","ark:/21198/zz002hc76q","","","Page","diyalog/image/21198-zz002hc76q-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x93z5b",""
"DIYALoG","ark:/21198/z1sj36hw","ark:/21198/zz002hc76q","","","Page","diyalog/image/21198-zz002hc76q-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj36hw",""
