"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1tm8z6v","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm8z6v",""
"DIYALoG","ark:/21198/z1pz6wwf","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz6wwf",""
"DIYALoG","ark:/21198/z1k6655t","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k6655t",""
"DIYALoG","ark:/21198/z1ff5dc6","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5dc6",""
"DIYALoG","ark:/21198/z19p4nng","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4nng",""
"DIYALoG","ark:/21198/z15x3wz6","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x3wz6",""
"DIYALoG","ark:/21198/z1253581","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253581",""
"DIYALoG","ark:/21198/z1xd2nqf","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2nqf",""
"DIYALoG","ark:/21198/z1sr0mgb","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0mgb",""
"DIYALoG","ark:/21198/z1nz9vp5","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nz9vp5",""
"DIYALoG","ark:/21198/z1j693xp","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_011.tif","11","","","","","","","","","","","Page 11","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j693xp",""
"DIYALoG","ark:/21198/z1df8c6c","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_012.tif","12","","","","","","","","","","","Page 12","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8c6c",""
"DIYALoG","ark:/21198/z18p7mjj","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_013.tif","13","","","","","","","","","","","Page 13","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7mjj",""
"DIYALoG","ark:/21198/z14x6vtt","ark:/21198/zz002hfvrk","","","Page","diyalog/image/21198-zz002hfvrk-1-master_014.tif","14","","","","","","","","","","","Page 14","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6vtt",""
