"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1c83xdr","ark:/21198/zz002j9b0k","","","Page","diyalog/image/21198-zz002j9b0k-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c83xdr",""
"DIYALoG","ark:/21198/z17h35qv","ark:/21198/zz002j9b0k","","","Page","diyalog/image/21198-zz002j9b0k-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h35qv",""
"DIYALoG","ark:/21198/z13v14bz","ark:/21198/zz002j9b0k","","","Page","diyalog/image/21198-zz002j9b0k-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v14bz",""
"DIYALoG","ark:/21198/z1030cpf","ark:/21198/zz002j9b0k","","","Page","diyalog/image/21198-zz002j9b0k-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030cpf",""
"DIYALoG","ark:/21198/z1v99w8h","ark:/21198/zz002j9b0k","","","Page","diyalog/image/21198-zz002j9b0k-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v99w8h",""
"DIYALoG","ark:/21198/z1qj94g8","ark:/21198/zz002j9b0k","","","Page","diyalog/image/21198-zz002j9b0k-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj94g8",""
"DIYALoG","ark:/21198/z1ks8cpn","ark:/21198/zz002j9b0k","","","Page","diyalog/image/21198-zz002j9b0k-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8cpn",""
"DIYALoG","ark:/21198/z1g17mxs","ark:/21198/zz002j9b0k","","","Page","diyalog/image/21198-zz002j9b0k-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17mxs",""
"DIYALoG","ark:/21198/z1b86w8c","ark:/21198/zz002j9b0k","","","Page","diyalog/image/21198-zz002j9b0k-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b86w8c",""
"DIYALoG","ark:/21198/z16m4tzz","ark:/21198/zz002j9b0k","","","Page","diyalog/image/21198-zz002j9b0k-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m4tzz",""
