"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1cg19t0","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg19t0",""
"DIYALoG","ark:/21198/z17q0k5k","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0k5k",""
"DIYALoG","ark:/21198/z13x9tbz","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13x9tbz",""
"DIYALoG","ark:/21198/z10592kg","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10592kg",""
"DIYALoG","ark:/21198/z1vd8k4n","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8k4n",""
"DIYALoG","ark:/21198/z1qr6hss","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6hss",""
"DIYALoG","ark:/21198/z1m05s4p","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m05s4p",""
"DIYALoG","ark:/21198/z1g751fs","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g751fs",""
"DIYALoG","ark:/21198/z1bg48rh","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg48rh",""
"DIYALoG","ark:/21198/z16q3hxf","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3hxf",""
"DIYALoG","ark:/21198/z12z2s5p","ark:/21198/zz002hc6q0","","","Page","diyalog/image/21198-zz002hc6q0-1-master_011.tif","11","","","","","","","","","","","Page 11","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z2s5p",""
