"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1rr3k48","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3k48",""
"DIYALoG","ark:/21198/z1n02tcd","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n02tcd",""
"DIYALoG","ark:/21198/z1h722n2","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h722n2",""
"DIYALoG","ark:/21198/z1cg1b0n","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1b0n",""
"DIYALoG","ark:/21198/z17s98ms","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17s98ms",""
"DIYALoG","ark:/21198/z1418j04","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418j04",""
"DIYALoG","ark:/21198/z1087s7z","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1087s7z",""
"DIYALoG","ark:/21198/z1vh78q6","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh78q6",""
"DIYALoG","ark:/21198/z1qr6hz1","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6hz1",""
"DIYALoG","ark:/21198/z1m05s8g","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m05s8g",""
"DIYALoG","ark:/21198/z1g751m1","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_011.tif","11","","","","","","","","","","","Page 11","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g751m1",""
"DIYALoG","ark:/21198/z1bk306p","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_012.tif","12","","","","","","","","","","","Page 12","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk306p",""
"DIYALoG","ark:/21198/z16t27k9","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_013.tif","13","","","","","","","","","","","Page 13","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t27k9",""
"DIYALoG","ark:/21198/z1321gtf","ark:/21198/zz002hc72n","","","Page","diyalog/image/21198-zz002hc72n-1-master_014.tif","14","","","","","","","","","","","Page 14","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321gtf",""
