"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1709n7g","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709n7g",""
"DIYALoG","ark:/21198/z1378wg9","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1378wg9",""
"DIYALoG","ark:/21198/z1zg8d0d","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8d0d",""
"DIYALoG","ark:/21198/z1tq7nbk","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7nbk",""
"DIYALoG","ark:/21198/z1pz6wn9","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz6wn9",""
"DIYALoG","ark:/21198/z1k664x8","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k664x8",""
"DIYALoG","ark:/21198/z1fj43nq","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj43nq",""
"DIYALoG","ark:/21198/z19s3bv3","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3bv3",""
"DIYALoG","ark:/21198/z1612m3n","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612m3n",""
"DIYALoG","ark:/21198/z1281vcx","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1281vcx",""
