"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z1q5499d","ark:/21198/zz002hc6s1","","","Page","diyalog/image/21198-zz002hc6s1-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q5499d",""
"DIYALoG","ark:/21198/z1kd3jm4","ark:/21198/zz002hc6s1","","","Page","diyalog/image/21198-zz002hc6s1-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3jm4",""
"DIYALoG","ark:/21198/z1fn2sxv","ark:/21198/zz002hc6s1","","","Page","diyalog/image/21198-zz002hc6s1-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn2sxv",""
"DIYALoG","ark:/21198/z19w228t","ark:/21198/zz002hc6s1","","","Page","diyalog/image/21198-zz002hc6s1-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w228t",""
"DIYALoG","ark:/21198/z16419gh","ark:/21198/zz002hc6s1","","","Page","diyalog/image/21198-zz002hc6s1-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16419gh",""
"DIYALoG","ark:/21198/z12c0jqb","ark:/21198/zz002hc6s1","","","Page","diyalog/image/21198-zz002hc6s1-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0jqb",""
"DIYALoG","ark:/21198/z1xm027f","ark:/21198/zz002hc6s1","","","Page","diyalog/image/21198-zz002hc6s1-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm027f",""
"DIYALoG","ark:/21198/z1sx80w1","ark:/21198/zz002hc6s1","","","Page","diyalog/image/21198-zz002hc6s1-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx80w1",""
"DIYALoG","ark:/21198/z1p5786g","ark:/21198/zz002hc6s1","","","Page","diyalog/image/21198-zz002hc6s1-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p5786g",""
"DIYALoG","ark:/21198/z1jd6hh6","ark:/21198/zz002hc6s1","","","Page","diyalog/image/21198-zz002hc6s1-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6hh6",""
