"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"DIYALoG","ark:/21198/z16q3j8b","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3j8b",""
"DIYALoG","ark:/21198/z12z2sjm","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z2sjm",""
"DIYALoG","ark:/21198/z1z62921","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62921",""
"DIYALoG","ark:/21198/z1tf1jcr","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1jcr",""
"DIYALoG","ark:/21198/z1pp0sqx","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp0sqx",""
"DIYALoG","ark:/21198/z1jx01z4","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx01z4",""
"DIYALoG","ark:/21198/z1f780k0","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f780k0",""
"DIYALoG","ark:/21198/z19g77v8","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g77v8",""
"DIYALoG","ark:/21198/z15q6h3h","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6h3h",""
"DIYALoG","ark:/21198/z11z5rd7","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z5rd7",""
"DIYALoG","ark:/21198/z1x657zp","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_011.tif","11","","","","","","","","","","","Page 11","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x657zp",""
"DIYALoG","ark:/21198/z1sf4h7c","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_012.tif","12","","","","","","","","","","","Page 12","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4h7c",""
"DIYALoG","ark:/21198/z1np3rfr","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_013.tif","13","","","","","","","","","","","Page 13","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np3rfr",""
"DIYALoG","ark:/21198/z1j11q8v","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_014.tif","14","","","","","","","","","","","Page 14","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j11q8v",""
"DIYALoG","ark:/21198/z1d80zg7","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_015.tif","15","","","","","","","","","","","Page 15","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d80zg7",""
"DIYALoG","ark:/21198/z18h06qf","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_016.tif","16","","","","","","","","","","","Page 16","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h06qf",""
"DIYALoG","ark:/21198/z14q9g0k","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_017.tif","17","","","","","","","","","","","Page 17","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9g0k",""
"DIYALoG","ark:/21198/z10z8qbr","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_018.tif","18","","","","","","","","","","","Page 18","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z8qbr",""
"DIYALoG","ark:/21198/z1w686t9","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_019.tif","19","","","","","","","","","","","Page 19","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w686t9",""
"DIYALoG","ark:/21198/z1rf7g30","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_020.tif","20","","","","","","","","","","","Page 20","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7g30",""
"DIYALoG","ark:/21198/z1ms5dvg","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_021.tif","21","","","","","","","","","","","Page 21","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5dvg",""
"DIYALoG","ark:/21198/z1h14p2k","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_022.tif","22","","","","","","","","","","","Page 22","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14p2k",""
"DIYALoG","ark:/21198/z1c83x9d","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_023.tif","23","","","","","","","","","","","Page 23","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c83x9d",""
"DIYALoG","ark:/21198/z17h35k2","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_024.tif","24","","","","","","","","","","","Page 24","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h35k2",""
"DIYALoG","ark:/21198/z13r2dws","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_025.tif","25","","","","","","","","","","","Page 25","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2dws",""
"DIYALoG","ark:/21198/z1001p5s","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_026.tif","26","","","","","","","","","","","Page 26","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001p5s",""
"DIYALoG","ark:/21198/z1v715mk","ark:/21198/zz002hfvq2","","","Page","diyalog/image/21198-zz002hfvq2-1-master_027.tif","27","","","","","","","","","","","Page 27","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v715mk",""
