"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","local ID","Creator","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Abstract","Note.content","Institution/Repository","Subject.place","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Subject.topic","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_011.tif","Page","Page 11","11","ark:/21198/z1001x81","ark:/21198/z1fv0gbt","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0gbt",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_012.tif","Page","Page 12","12","ark:/21198/z1001x81","ark:/21198/z1b29qjz","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29qjz",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_013.tif","Page","Page 13","13","ark:/21198/z1001x81","ark:/21198/z1698zss","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1698zss",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_014.tif","Page","Page 14","14","ark:/21198/z1001x81","ark:/21198/z12j872v","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j872v",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_015.tif","Page","Page 15","15","ark:/21198/z1001x81","ark:/21198/z1xs7qph","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7qph",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_016.tif","Page","Page 16","16","ark:/21198/z1001x81","ark:/21198/z1t45pbc","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45pbc",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_017.tif","Page","Page 17","17","ark:/21198/z1001x81","ark:/21198/z1pc4xpj","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4xpj",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_018.tif","Page","Page 18","18","ark:/21198/z1001x81","ark:/21198/z1jm45z6","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm45z6",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_019.tif","Page","Page 19","19","ark:/21198/z1001x81","ark:/21198/z1dv3f4j","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3f4j",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_020.tif","Page","Page 20","20","ark:/21198/z1001x81","ark:/21198/z1932pcp","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932pcp",""
