"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","local ID","Creator","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Abstract","Note.content","Institution/Repository","Subject.place","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Subject.topic","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_001.tif","Page","Page 1","1","ark:/21198/z1001x81","ark:/21198/z1r809hx","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r809hx",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_002.tif","Page","Page 2","2","ark:/21198/z1001x81","ark:/21198/z1mk884g","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk884g",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_003.tif","Page","Page 3","3","ark:/21198/z1001x81","ark:/21198/z1gt7hgn","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7hgn",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_004.tif","Page","Page 4","4","ark:/21198/z1001x81","ark:/21198/z1c26rr7","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26rr7",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_005.tif","Page","Page 5","5","ark:/21198/z1001x81","ark:/21198/z17960xj","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17960xj",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_006.tif","Page","Page 6","6","ark:/21198/z1001x81","ark:/21198/z13j585s","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j585s",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_007.tif","Page","Page 7","7","ark:/21198/z1001x81","ark:/21198/z1zs4rqj","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4rqj",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_008.tif","Page","Page 8","8","ark:/21198/z1001x81","ark:/21198/z1v1412t","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v1412t",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_009.tif","Page","Page 9","9","ark:/21198/z1001x81","ark:/21198/z1qc1zr1","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1zr1",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_010.tif","Page","Page 10","10","ark:/21198/z1001x81","ark:/21198/z1km174f","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km174f",""
