"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","local ID","Creator","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Abstract","Note.content","Institution/Repository","Subject.place","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Subject.topic","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_001.tif","Page","Page 1","1","ark:/21198/z1g17vz4","ark:/21198/z1rz179p","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz179p",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_002.tif","Page","Page 2","2","ark:/21198/z1g17vz4","ark:/21198/z1n60gpm","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60gpm",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_003.tif","Page","Page 3","3","ark:/21198/z1g17vz4","ark:/21198/z1hh8f8q","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh8f8q",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_004.tif","Page","Page 4","4","ark:/21198/z1g17vz4","ark:/21198/z1cr7pnb","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7pnb",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_005.tif","Page","Page 5","5","ark:/21198/z1g17vz4","ark:/21198/z1806xzc","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806xzc",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_006.tif","Page","Page 6","6","ark:/21198/z1g17vz4","ark:/21198/z147665j","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz147665j",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_007.tif","Page","Page 7","7","ark:/21198/z1g17vz4","ark:/21198/z10g5fcx","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g5fcx",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_008.tif","Page","Page 8","8","ark:/21198/z1g17vz4","ark:/21198/z1vq4xw7","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4xw7",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_009.tif","Page","Page 9","9","ark:/21198/z1g17vz4","ark:/21198/z1qz4676","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz4676",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_010.tif","Page","Page 10","10","ark:/21198/z1g17vz4","ark:/21198/z1m924wn","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m924wn",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_011.tif","Page","Page 11","11","ark:/21198/z1g17vz4","ark:/21198/z1gj1d8p","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj1d8p",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_012.tif","Page","Page 12","12","ark:/21198/z1g17vz4","ark:/21198/z1bs0ng2","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0ng2",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_013.tif","Page","Page 13","13","ark:/21198/z1g17vz4","ark:/21198/z1709wqn","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709wqn",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_014.tif","Page","Page 14","14","ark:/21198/z1g17vz4","ark:/21198/z13794xd","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13794xd",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_015.tif","Page","Page 15","15","ark:/21198/z1g17vz4","ark:/21198/z1zg8nf4","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8nf4",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_Sep1941_016.tif","Page","Page 16","16","ark:/21198/z1g17vz4","ark:/21198/z1tq7wtr","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7wtr",""
