"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","local ID","Creator","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Abstract","Note.content","Institution/Repository","Subject.place","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Subject.topic","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_001.tif","Page","Page 1","1","ark:/21198/z17h3dp9","ark:/21198/z1w68g2r","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w68g2r",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_002.tif","Page","Page 2","2","ark:/21198/z17h3dp9","ark:/21198/z1rf7q9k","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7q9k",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_003.tif","Page","Page 3","3","ark:/21198/z17h3dp9","ark:/21198/z1mp6zgh","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6zgh",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_004.tif","Page","Page 4","4","ark:/21198/z17h3dp9","ark:/21198/z1gx66r5","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx66r5",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_005.tif","Page","Page 5","5","ark:/21198/z17h3dp9","ark:/21198/z1c55g32","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c55g32",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_006.tif","Page","Page 6","6","ark:/21198/z17h3dp9","ark:/21198/z17d4qgp","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4qgp",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_007.tif","Page","Page 7","7","ark:/21198/z17h3dp9","ark:/21198/z13r2p3s","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2p3s",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_008.tif","Page","Page 8","8","ark:/21198/z17h3dp9","ark:/21198/z1001xdt","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001xdt",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_009.tif","Page","Page 9","9","ark:/21198/z17h3dp9","ark:/21198/z1v71dvm","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v71dvm",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_010.tif","Page","Page 10","10","ark:/21198/z17h3dp9","ark:/21198/z1qg0p3v","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0p3v",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_011.tif","Page","Page 11","11","ark:/21198/z17h3dp9","ark:/21198/z1kp9xb4","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9xb4",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_012.tif","Page","Page 12","12","ark:/21198/z17h3dp9","ark:/21198/z1fx95q4","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx95q4",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_013.tif","Page","Page 13","13","ark:/21198/z17h3dp9","ark:/21198/z1b58f1k","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b58f1k",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_014.tif","Page","Page 14","14","ark:/21198/z17h3dp9","ark:/21198/z16h6cpq","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6cpq",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_015.tif","Page","Page 15","15","ark:/21198/z17h3dp9","ark:/21198/z12r5n0v","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5n0v",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_016.tif","Page","Page 16","16","ark:/21198/z17h3dp9","ark:/21198/z1z054dh","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z054dh",""
