"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","local ID","Creator","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Abstract","Note.content","Institution/Repository","Subject.place","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Subject.topic","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_001.tif","Page","Page 1","1","ark:/21198/z16h6ckc","ark:/21198/z1n31s7v","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n31s7v",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_002.tif","Page","Page 2","2","ark:/21198/z16h6ckc","ark:/21198/z1hb11fm","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb11fm",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_003.tif","Page","Page 3","3","ark:/21198/z16h6ckc","ark:/21198/z1ck08pf","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck08pf",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_004.tif","Page","Page 4","4","ark:/21198/z16h6ckc","ark:/21198/z17s9hz5","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17s9hz5",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_005.tif","Page","Page 5","5","ark:/21198/z16h6ckc","ark:/21198/z1418sbh","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418sbh",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_006.tif","Page","Page 6","6","ark:/21198/z16h6ckc","ark:/21198/z10c6r1h","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6r1h",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_007.tif","Page","Page 7","7","ark:/21198/z16h6ckc","ark:/21198/z1vm67kn","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm67kn",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_008.tif","Page","Page 8","8","ark:/21198/z16h6ckc","ark:/21198/z1qv5gvx","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5gvx",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_009.tif","Page","Page 9","9","ark:/21198/z16h6ckc","ark:/21198/z1m34r1k","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m34r1k",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_010.tif","Page","Page 10","10","ark:/21198/z16h6ckc","ark:/21198/z1gb408s","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb408s",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_011.tif","Page","Page 11","11","ark:/21198/z16h6ckc","ark:/21198/z1bk37kh","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk37kh",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_Oct1941_012.tif","Page","Page 12","12","ark:/21198/z16h6ckc","ark:/21198/z16t2gz4","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2gz4",""
